round,comm_bytes,avg_latency_ms,energy_j
0,932000000,671.5186933333334,77.68429000000002
1,1884000000,660.9553235294117,110.99251999999998
2,2044000000,661.7203846153848,84.97296000000001
3,3152000000,664.7318412698412,101.40663999999995
4,3904000000,667.3523934426231,101.7227
5,5724000000,670.5594931506848,118.5265
6,4900000000,667.9602264150942,90.40050000000001
7,6136000000,672.3306307692311,103.7747
8,6560000000,668.2153333333334,98.53919999999992
9,6716000000,675.9266909090908,92.64530000000005
10,8652000000,664.747078125,104.80920000000003
11,9000000000,665.0638333333335,96.54080000000002
12,7424000000,661.1544791666666,78.32320000000001
13,10196000000,659.8500327868853,101.06450000000001
14,9648000000,665.127886792453,86.70129999999999
15,12112000000,665.1706666666666,101.62689999999999
16,11776000000,667.5531403508772,95.12409999999998
17,12632000000,656.5529661016949,94.29649999999998
18,15144000000,660.2039545454544,109.18760000000003
19,17072000000,668.6720857142858,116.78619999999998
20,12196000000,661.3798723404255,73.343
21,14908000000,668.8565454545457,90.383
22,18172000000,668.6395454545456,108.43490000000004
23,15308000000,661.6241481481482,93.19139999999999
24,18112000000,667.1318524590163,96.77500000000005
25,21288000000,665.2980149253732,108.00899999999999
26,16688000000,662.5383137254904,86.686
27,21892000000,658.8692968749999,107.44099999999992
28,25556000000,662.893698630137,112.7160000000001
29,17824000000,666.1161836734695,80.31899999999992
30,19472000000,673.5025576923076,85.81400000000008
31,20444000000,672.903425925926,90.63299999999987
32,24236000000,670.1709672131147,98.79400000000007
33,26604000000,667.2975454545458,109.86300000000003
34,30300000000,663.5255555555555,117.83899999999997
35,32712000000,673.444,123.71600000000004
36,25728000000,665.637754385965,91.77799999999993
37,18548000000,663.7755853658538,67.06200000000007
38,28056000000,668.0723666666669,100.11999999999998
39,32648000000,676.1970294117647,112.5
40,27412000000,668.1107142857143,91.94700000000006
41,32028000000,656.787125,107.29799999999997
42,33720000000,657.4590153846153,102.49899999999997
43,35148000000,663.3390757575756,106.23899999999995
44,25656000000,669.9087708333335,80.66800000000009
45,32964000000,666.4690166666664,98.32299999999998
46,34184000000,666.9653000000001,96.77400000000003
47,33540000000,664.1296379310345,96.51199999999997
48,40836000000,669.1933823529411,111.79400000000012
49,34160000000,662.6784561403508,93.24999999999983
50,5416000000,682.6184444444444,13.236999999999995
