t,ue,rate_bps
3.6,29,257705
3.7,0,335042
3.7,1,625580
3.7,2,7.64165e+06
3.7,3,3.08666e+07
3.7,4,1.4823e+07
3.7,5,2.02134e+07
3.7,6,6.9776e+07
3.7,7,7.0832e+06
3.7,8,7.57712e+07
3.7,9,3.66127e+07
3.7,10,1.64127e+06
3.7,11,4.72494e+06
3.7,12,1.66087e+06
3.7,13,3.78557e+07
3.7,14,347674
3.7,15,8.38211e+06
3.7,16,4.79823e+07
3.7,17,1.27424e+07
3.7,18,4.22012e+07
3.7,19,409695
3.7,20,1.61763e+06
3.7,21,3.78551e+07
3.7,22,605346
3.7,23,7.67861e+06
3.7,24,5.20742e+07
3.7,25,1.83224e+06
3.7,26,4.3975e+07
3.7,27,3.27546e+06
3.7,28,4.91498e+07
3.7,29,4.42705e+07
3.8,0,760298
3.8,1,7.03395e+07
3.8,2,4.72295e+07
3.8,3,4.59185e+06
3.8,4,5.3524e+06
3.8,5,1.41339e+07
3.8,6,3.99077e+07
3.8,7,6.49418e+06
3.8,8,6.91219e+07
3.8,9,2.53282e+06
3.8,10,964392
3.8,11,2.25057e+07
3.8,12,2.3506e+06
3.8,13,5.44131e+06
3.8,14,1.27729e+07
3.8,15,7.1502e+07
3.8,16,1.9605e+08
3.8,17,8.00249e+06
3.8,18,4.88125e+07
3.8,19,2.86032e+07
3.8,20,4.27465e+06
3.8,21,3.74642e+07
3.8,22,3.20255e+06
3.8,23,6.05881e+07
3.8,24,2.01261e+08
3.8,25,3.53524e+06
3.8,26,4.24515e+06
3.8,27,5.89547e+06
3.8,28,4.13178e+07
3.8,29,1.83366e+06
3.9,0,466928
3.9,1,2.82546e+07
3.9,2,2.73309e+07
3.9,3,6.30497e+06
3.9,4,165136
3.9,5,1.10259e+07
3.9,6,2.33513e+07
3.9,7,3.9713e+07
3.9,8,1.78492e+08
3.9,9,1.06399e+06
3.9,10,637803
3.9,11,4.15756e+06
3.9,12,5.66562e+06
3.9,13,5.04978e+07
3.9,14,1.18166e+07
3.9,15,963067
3.9,16,1.5409e+08
3.9,17,23119.5
3.9,18,1.0885e+06
3.9,19,1.95751e+07
3.9,20,8.31589e+06
3.9,21,9.80074e+06
3.9,22,2.05538e+07
3.9,23,1.19687e+08
3.9,24,1.4418e+08
3.9,25,5.88249e+07
3.9,26,3.86536e+07
3.9,27,1.42553e+06
3.9,28,3.42343e+06
3.9,29,1.66796e+07
4,0,8.23302e+06
4,1,4.05784e+06
4,2,3.91489e+07
4,3,9.54439e+06
4,4,2.61132e+06
4,5,1.28572e+07
4,6,1.72712e+07
4,7,268304
4,8,1.46313e+08
4,9,153978
4,10,1.99468e+06
4,11,1.10228e+07
4,12,2.54029e+07
4,13,3.75824e+06
4,14,4.19011e+07
4,15,5.55322e+07
4,16,1.06289e+08
4,17,7589.81
4,18,4.65912e+07
4,19,3.4486e+06
4,20,1.53364e+07
4,21,3.1908e+06
4,22,850198
4,23,7.18828e+07
4,24,5.20236e+06
4,25,494828
4,26,1.00253e+06
4,27,7.04353e+06
4,28,9.62122e+07
4,29,1.06347e+06
4.1,0,1.2608e+07
4.1,1,1.86606e+06
4.1,2,5.82586e+06
4.1,3,6.38391e+06
4.1,4,5.38159e+07
4.1,5,5.48901e+07
4.1,6,7.86097e+06
4.1,7,1.302e+06
4.1,8,1.18721e+08
4.1,9,1.47612e+06
4.1,10,2.95994e+06
4.1,11,1.97244e+06
4.1,12,1.28393e+06
4.1,13,1.11882e+07
4.1,14,3.59227e+06
4.1,15,8.29145e+06
4.1,16,3.85587e+07
4.1,17,2.12232e+07
4.1,18,5.49644e+07
4.1,19,7.76682e+07
4.1,20,1.48833e+07
4.1,21,1.17048e+06
4.1,22,116576
4.1,23,1.09032e+08
4.1,24,2.73057e+07
4.1,25,544491
4.1,26,1.25748e+07
4.1,27,1.43176e+06
4.1,28,1.34408e+07
4.1,29,4.7575e+07
4.2,0,4.86515e+07
4.2,1,3.06047e+06
4.2,2,3.08054e+07
4.2,3,5.48522e+06
4.2,4,2.9262e+06
4.2,5,1.12652e+06
4.2,6,4.76527e+06
4.2,7,2.26255e+07
4.2,8,3.143e+07
4.2,9,4.24721e+06
4.2,10,5.12855e+07
4.2,11,7.05484e+06
4.2,12,1.72242e+07
4.2,13,4.25588e+06
4.2,14,5.48014e+06
4.2,15,4.20046e+07
4.2,16,4.56768e+07
4.2,17,253169
4.2,18,1.23393e+08
4.2,19,4.6968e+07
4.2,20,3.21557e+07
4.2,21,3.56611e+06
4.2,22,3.20636e+06
4.2,23,1.41021e+08
4.2,24,6.475e+07
4.2,25,69893.8
4.2,26,7.41554e+06
4.2,27,365580
4.2,28,2.87651e+07
4.2,29,9.79248e+07
4.3,0,3.83354e+06
4.3,1,7.78063e+06
4.3,2,4.07967e+07
4.3,3,3.11342e+07
4.3,4,3.21981e+07
4.3,5,3.58712e+06
4.3,6,90935.7
4.3,7,3.27825e+07
4.3,8,8.92888e+07
4.3,9,1.00389e+06
4.3,10,78318.8
4.3,11,1.2099e+07
4.3,12,2.68545e+07
4.3,13,1.43233e+06
4.3,14,5.86821e+07
4.3,15,2.28335e+07
4.3,16,1.28211e+08
4.3,17,6.26043e+06
4.3,18,4.83252e+06
4.3,19,3.97894e+06
4.3,20,1.37458e+06
4.3,21,2.93621e+07
4.3,22,2.76551e+07
4.3,23,1.48568e+08
4.3,24,6.63443e+07
4.3,25,823765
4.3,26,1.96445e+06
4.3,27,2.64491e+06
4.3,28,8.71715e+07
4.3,29,7.45105e+06
4.4,0,520331
4.4,1,1.85828e+06
4.4,2,2.68439e+06
4.4,3,2.90128e+06
4.4,4,8.10623e+07
4.4,5,1.89493e+07
4.4,6,6.99113e+06
4.4,7,3.83049e+06
4.4,8,2.18846e+08
4.4,9,932770
4.4,10,1.62287e+06
4.4,11,5.29443e+07
4.4,12,6.77024e+07
4.4,13,5.62676e+06
4.4,14,2.24489e+06
4.4,15,4.0565e+06
4.4,16,8.43267e+07
4.4,17,6.86242e+06
4.4,18,7.37651e+07
4.4,19,1.47514e+07
4.4,20,8.04709e+06
4.4,21,5.91692e+07
4.4,22,2.65755e+06
4.4,23,8.32884e+07
4.4,24,7.09669e+06
4.4,25,4.41494e+07
4.4,26,9.82552e+06
4.4,27,2.10664e+06
4.4,28,1.09121e+07
4.4,29,3.18136e+07
4.5,0,62853
4.5,1,443010
4.5,2,120255
4.5,3,120417
4.5,4,1.91302e+07
4.5,5,623871
4.5,6,5.91877e+06
4.5,7,1.87063e+07
4.5,8,1.46425e+08
4.5,9,1.45155e+07
4.5,10,740222
4.5,11,1.35685e+06
4.5,12,1.51381e+07
4.5,13,2.71386e+07
4.5,14,3.37692e+07
4.5,15,84307
4.5,16,1.57522e+08
4.5,17,143762
4.5,18,1.07045e+07
4.5,19,8.65153e+06
4.5,20,6.67619e+06
4.5,21,5.85395e+07
4.5,22,6.63874e+06
4.5,23,4.92733e+07
4.5,24,1.44915e+08
4.5,25,1.5011e+07
4.5,26,4.92181e+06
4.5,27,3.64327e+07
4.5,28,4.97342e+07
4.5,29,1.46755e+07
4.6,0,483385
4.6,1,5.22933e+07
4.6,2,2.11261e+06
4.6,3,6.35554e+07
4.6,4,3.58228e+06
4.6,5,1.0918e+06
4.6,6,1.71295e+07
4.6,7,6.48063e+07
4.6,8,1.65504e+08
4.6,9,124368
4.6,10,527482
4.6,11,1.58573e+06
4.6,12,3.76246e+07
4.6,13,7.06096e+06
4.6,14,3.52684e+07
4.6,15,1.72343e+06
4.6,16,1.15497e+08
4.6,17,2.29049e+07
4.6,18,1.15891e+07
4.6,19,2.99958e+06
4.6,20,356050
4.6,21,9.84191e+06
4.6,22,1.07513e+07
4.6,23,8.94281e+07
4.6,24,4.04105e+07
4.6,25,3.78532e+06
4.6,26,207002
4.6,27,1.81566e+07
4.6,28,1.94123e+07
4.6,29,6.69077e+06
4.7,0,2.04878e+06
4.7,1,1.13112e+07
4.7,2,3.22816e+06
4.7,3,8.11748e+06
4.7,4,7.38194e+07
4.7,5,4.63174e+07
4.7,6,779011
4.7,7,3.99062e+06
4.7,8,7.11897e+07
4.7,9,240117
4.7,10,58719.4
4.7,11,4.57901e+07
4.7,12,4.0665e+06
4.7,13,1.91614e+07
4.7,14,3.2033e+06
4.7,15,2.12948e+06
4.7,16,1.16766e+08
4.7,17,4.96893e+06
4.7,18,1.94181e+06
4.7,19,3.5338e+07
4.7,20,198003
4.7,21,9.21456e+07
4.7,22,4.30461e+07
4.7,23,1.28405e+07
4.7,24,573874
4.7,25,1.12744e+07
4.7,26,333164
4.7,27,1.16119e+07
4.7,28,3.58167e+07
4.7,29,2.16355e+07
4.8,0,2.94791e+06
4.8,1,187749
4.8,2,501680
4.8,3,1.12357e+08
4.8,4,785801
4.8,5,3.64757e+07
4.8,6,6.21372e+06
4.8,7,474103
4.8,8,1.9576e+08
4.8,9,2.50403e+06
4.8,10,3.17306e+06
4.8,11,563370
4.8,12,214821
4.8,13,290354
4.8,14,2.83416e+07
4.8,15,2.72794e+07
4.8,16,5.62042e+07
4.8,17,534492
4.8,18,1.39651e+07
4.8,19,9.28786e+07
4.8,20,3.21389e+06
4.8,21,9.02926e+07
4.8,22,1.5542e+06
4.8,23,2.6689e+07
4.8,24,5.24729e+07
4.8,25,2.67379e+07
4.8,26,2.25068e+07
4.8,27,485537
4.8,28,3.23587e+07
4.8,29,1.20195e+06
4.9,0,1.96515e+06
4.9,1,2.83299e+06
4.9,2,1.48338e+08
4.9,3,7.92655e+06
4.9,4,3.0335e+07
4.9,5,8.8782e+06
4.9,6,3.88839e+06
4.9,7,1.85511e+07
4.9,8,1.78467e+08
4.9,9,66488.5
4.9,10,318090
4.9,11,3.27119e+07
4.9,12,2.00238e+07
4.9,13,2.19029e+06
4.9,14,1.01605e+07
4.9,15,1.83637e+07
4.9,16,1.11162e+08
4.9,17,418658
4.9,18,4.17986e+07
4.9,19,5.92603e+07
4.9,20,417328
4.9,21,3.53775e+06
4.9,22,1.57824e+07
4.9,23,8.99222e+07
4.9,24,1.3321e+08
4.9,25,4.57942e+06
4.9,26,3.20349e+06
4.9,27,2.25949e+06
4.9,28,1.77853e+07
4.9,29,3.31438e+07
5,0,1.51333e+06
5,1,2.38129e+06
5,2,1.65015e+06
5,3,3.42598e+06
5,4,8.66622e+06
5,5,4.94245e+06
5,6,1.80164e+06
5,7,5.0709e+07
5,8,5.2578e+07
5,9,48569.5
5,10,97397.7
5,11,3.84305e+06
5,12,8.64889e+06
5,13,2.98149e+06
5,14,1.15745e+07
5,15,2.1552e+06
5,16,1.38723e+08
5,17,3.55453e+07
5,18,1.06932e+08
5,19,3.40506e+07
5,20,3.4876e+07
5,21,4.98602e+07
5,22,3.92959e+07
5,23,9.4528e+07
5,24,1.04414e+08
5,25,1.01085e+07
5,26,3.17252e+07
5,27,1.03375e+06
5,28,178808
5,29,2.00109e+06
5.1,0,331538
5.1,1,1.24548e+07
5.1,2,2.24852e+06
5.1,3,2.97437e+06
5.1,4,6.99738e+06
5.1,5,5.76625e+06
5.1,6,9.06701e+06
5.1,7,1.56025e+06
5.1,8,1.79264e+08
5.1,9,134922
5.1,10,1.30968e+06
5.1,11,4.43835e+06
5.1,12,1.73722e+07
5.1,13,4.12902e+07
5.1,14,1.66113e+06
5.1,15,3.03498e+07
5.1,16,1.45555e+08
5.1,17,8.83823e+07
5.1,18,5.04079e+07
5.1,19,9.38258e+07
5.1,20,4.33348e+06
5.1,21,2.79445e+06
5.1,22,406366
5.1,23,3.35623e+07
5.1,24,8.1076e+07
5.1,25,247843
5.1,26,3.21782e+06
5.1,27,2.97741e+07
5.1,28,3.4041e+07
5.1,29,5.43014e+07
5.2,0,6.31175e+06
5.2,1,1.09889e+06
5.2,2,297464
5.2,3,1.51287e+06
5.2,4,1.27664e+07
5.2,5,307067
5.2,6,9.60888e+06
5.2,7,1.82444e+06
5.2,8,3.30403e+07
5.2,9,71746.3
5.2,10,3.17819e+06
5.2,11,1.05438e+06
5.2,12,3.09056e+07
5.2,13,143046
5.2,14,5.65195e+07
5.2,15,3.05982e+07
5.2,16,1.49331e+08
5.2,17,141693
5.2,18,1.19694e+08
5.2,19,4.31467e+06
5.2,20,4.02829e+06
5.2,21,4.20126e+07
5.2,22,3.61693e+06
5.2,23,2.57693e+07
5.2,24,2.06187e+07
5.2,25,1.19944e+06
5.2,26,7.2769e+06
5.2,27,2.08534e+07
5.2,28,1.33862e+07
5.2,29,2.55457e+07
5.3,0,12633.9
5.3,1,1.18251e+07
5.3,2,333029
5.3,3,3.26787e+07
5.3,4,1.14747e+07
5.3,5,4.1887e+07
5.3,6,8.63074e+06
5.3,7,326835
5.3,8,1.63428e+08
5.3,9,5.40631e+06
5.3,10,1.06632e+06
5.3,11,1.83978e+07
5.3,12,2.11953e+06
5.3,13,86483.1
5.3,14,7.85001e+06
5.3,15,5.82077e+06
5.3,16,1.34308e+07
5.3,17,3.61055e+06
5.3,18,2.67223e+07
5.3,19,3.29388e+06
5.3,20,1.59915e+06
5.3,21,1.3673e+06
5.3,22,3.36305e+07
5.3,23,1.08051e+07
5.3,24,349182
5.3,25,839184
5.3,26,1.60691e+07
5.3,27,2.7648e+07
5.3,28,5.05779e+07
5.3,29,2.99667e+07
5.4,0,3.95986e+06
5.4,1,86067.8
5.4,2,1.91899e+06
5.4,3,2.05333e+07
5.4,4,5.7599e+07
5.4,5,3.91127e+07
5.4,6,980500
5.4,7,2.16943e+07
5.4,8,3.58913e+07
5.4,9,6.81617e+07
5.4,10,5.99096e+06
5.4,11,322421
5.4,12,1.33072e+06
5.4,13,2.21369e+07
5.4,14,1.22393e+06
5.4,15,7.17337e+07
5.4,16,3.95682e+07
5.4,17,2.05194e+06
5.4,18,5.68725e+07
5.4,19,796948
5.4,20,36893.7
5.4,21,7.86566e+06
5.4,22,2.15189e+07
5.4,23,7.49996e+07
5.4,24,2.89872e+07
5.4,25,279897
5.4,26,3.88082e+07
5.4,27,1.03461e+08
5.4,28,2.22769e+07
5.4,29,1.57918e+07
5.5,0,1.852e+06
5.5,1,1.145e+06
5.5,2,4.04331e+06
5.5,3,1.63228e+07
5.5,4,5.88081e+07
5.5,5,6.35597e+06
5.5,6,4.13637e+07
5.5,7,3.6563e+06
5.5,8,1.46039e+08
5.5,9,480683
5.5,10,483898
5.5,11,349066
5.5,12,5.47261e+07
5.5,13,2.78028e+06
5.5,14,4.30967e+07
5.5,15,319565
5.5,16,8.48874e+07
5.5,17,125733
5.5,18,1.46953e+08
5.5,19,9.36557e+07
5.5,20,4.1044e+06
5.5,21,365312
5.5,22,1.92762e+06
5.5,23,2.68629e+07
5.5,24,1.45532e+08
5.5,25,2.60541e+07
5.5,26,1.48853e+06
5.5,27,1.02028e+07
5.5,28,2.59295e+07
5.5,29,1.01866e+06
5.6,0,4.63879e+07
5.6,1,7.64851e+06
5.6,2,113195
5.6,3,112768
5.6,4,3.41965e+06
5.6,5,5.40067e+07
5.6,6,3.00481e+06
5.6,7,3.39989e+07
5.6,8,1.33573e+08
5.6,9,3.3987e+06
5.6,10,7.01514e+06
5.6,11,5.68488e+06
5.6,12,1.68548e+06
5.6,13,7.6625e+07
5.6,14,2.9902e+06
5.6,15,4.77997e+07
5.6,16,6.18089e+07
5.6,17,1.65973e+06
5.6,18,1.09807e+07
5.6,19,3.65662e+06
5.6,20,416642
5.6,21,1.74752e+06
5.6,22,3.6752e+07
5.6,23,4.76164e+07
5.6,24,1.77946e+08
5.6,25,6.923e+06
5.6,26,5.70271e+07
5.6,27,633650
5.6,28,3.96706e+07
5.6,29,3.18687e+07
5.7,0,253655
5.7,1,1.98878e+06
5.7,2,1.28376e+07
5.7,3,2.96449e+06
5.7,4,361664
5.7,5,5.87206e+07
5.7,6,315754
5.7,7,2.62113e+07
5.7,8,1.24838e+08
5.7,9,1.68663e+06
5.7,10,1.19238e+06
5.7,11,8.92374e+07
5.7,12,7.62971e+06
5.7,13,2.65763e+07
5.7,14,3.26745e+07
5.7,15,3.03516e+07
5.7,16,1.36931e+08
5.7,17,7951.89
5.7,18,7.17532e+07
5.7,19,1.46819e+07
5.7,20,173539
5.7,21,5.09319e+06
5.7,22,5.18911e+07
5.7,23,6.00942e+07
5.7,24,9.23475e+07
5.7,25,4.46019e+07
5.7,26,5.58343e+06
5.7,27,983315
5.7,28,1.79339e+07
5.7,29,56688.5
5.8,0,6.82412e+06
5.8,1,7.6409e+06
5.8,2,2.20295e+07
5.8,3,576397
5.8,4,8.48807e+07
5.8,5,5.17123e+06
5.8,6,1.35472e+06
5.8,7,6.70105e+07
5.8,8,1.48265e+08
5.8,9,1.0235e+07
5.8,10,1.38231e+06
5.8,11,61132.7
5.8,12,4.55175e+07
5.8,13,1.09654e+06
5.8,14,5.62002e+06
5.8,15,1.10817e+07
5.8,16,8.06684e+06
5.8,17,1.20492e+06
5.8,18,5.35631e+07
5.8,19,7.65208e+06
5.8,20,2.82167e+07
5.8,21,3785.14
5.8,22,1.44597e+07
5.8,23,1.12386e+07
5.8,24,1.62553e+07
5.8,25,1.61666e+06
5.8,26,1.82304e+06
5.8,27,126411
5.8,28,3.07156e+07
5.8,29,3.04427e+07
5.9,0,2.63658e+07
5.9,1,478639
5.9,2,7.5375e+06
5.9,3,1.48678e+06
5.9,4,4.74435e+06
5.9,5,2.58591e+07
5.9,6,146414
5.9,7,1.86828e+07
5.9,8,2.08409e+08
5.9,9,150950
5.9,10,268727
5.9,11,8.25084e+06
5.9,12,188554
5.9,13,1.41367e+07
5.9,14,4.15159e+07
5.9,15,4.21356e+06
5.9,16,7.23253e+06
5.9,17,9.01535e+06
5.9,18,1.09062e+07
5.9,19,1.45343e+07
5.9,20,82754.2
5.9,21,4.36173e+06
5.9,22,1.5039e+07
5.9,23,1.7929e+08
5.9,24,8.55849e+07
5.9,25,5.02405e+07
5.9,26,2.19738e+07
5.9,27,4.69766e+07
5.9,28,1.80099e+07
5.9,29,746454
6,0,4.57146e+07
6,1,1.18802e+07
6,2,5.90567e+07
6,3,5.55986e+07
6,4,5.02175e+07
6,5,1.86389e+07
6,6,3.97517e+07
6,7,1.91143e+06
6,8,3.56136e+07
6,9,75122.9
6,10,24519.4
6,11,1.18545e+07
6,12,2.12097e+06
6,13,1.46835e+07
6,14,3.68391e+07
6,15,4.54561e+06
6,16,6.72329e+07
6,17,4.15367e+06
6,18,8.13974e+07
6,19,9.05234e+06
6,20,24719.3
6,21,1.40828e+07
6,22,3.81001e+06
6,23,9.92631e+07
6,24,1.13902e+08
6,25,532366
6,26,542121
6,27,3.73371e+06
6,28,3.81575e+06
6,29,1.208e+07
6.1,0,1.17254e+06
6.1,1,2.71919e+06
6.1,2,5.78905e+07
6.1,3,4.02535e+07
6.1,4,392211
6.1,5,5.63245e+07
6.1,6,3.51572e+06
6.1,7,912807
6.1,8,1.8742e+08
6.1,9,1.66417e+06
6.1,10,912900
6.1,11,262405
6.1,12,1.19727e+07
6.1,13,5.2483e+06
6.1,14,519230
6.1,15,4.36786e+06
6.1,16,1.72332e+08
6.1,17,850523
6.1,18,1.98117e+07
6.1,19,6.2867e+07
6.1,20,8.47524e+06
6.1,21,9.21378e+06
6.1,22,5.67036e+07
6.1,23,1.82251e+08
6.1,24,1.71365e+06
6.1,25,2.40067e+06
6.1,26,3.41641e+06
6.1,27,8.0604e+06
6.1,28,3.41551e+06
6.1,29,3.29954e+06
6.2,0,1.10649e+07
6.2,1,4.4576e+07
6.2,2,1.41527e+07
6.2,3,1.87282e+06
6.2,4,2.98527e+06
6.2,5,3.93589e+06
6.2,6,171057
6.2,7,3.27109e+06
6.2,8,1.62884e+08
6.2,9,3.00364e+06
6.2,10,2.73136e+06
6.2,11,1.29409e+06
6.2,12,1.80299e+07
6.2,13,5.15769e+07
6.2,14,2.32563e+07
6.2,15,1.36737e+06
6.2,16,254579
6.2,17,967613
6.2,18,5.60752e+07
6.2,19,2.46126e+06
6.2,20,1.10688e+06
6.2,21,1.42335e+07
6.2,22,4.90584e+06
6.2,23,7.12901e+07
6.2,24,6.27338e+07
6.2,25,284959
6.2,26,43432.4
6.2,27,3.44231e+06
6.2,28,1.39531e+07
6.2,29,2.95389e+07
6.3,0,1.20873e+07
6.3,1,4.45528e+07
6.3,2,1.53466e+07
6.3,3,6.98767e+06
6.3,4,3.11627e+07
6.3,5,1.13721e+06
6.3,6,138918
6.3,7,1.8309e+07
6.3,8,1.31845e+08
6.3,9,2.98904e+07
6.3,10,2.99262e+06
6.3,11,3.22783e+06
6.3,12,2.75725e+07
6.3,13,3.19455e+06
6.3,14,1.18695e+07
6.3,15,674061
6.3,16,9.539e+07
6.3,17,207293
6.3,18,2.91165e+07
6.3,19,8.19541e+06
6.3,20,32004.9
6.3,21,4.32627e+06
6.3,22,1.08191e+07
6.3,23,1.45375e+08
6.3,24,3.136e+07
6.3,25,74330.5
6.3,26,7.17578e+06
6.3,27,2.52012e+06
6.3,28,2.34846e+07
6.3,29,3.75196e+07
6.4,0,193397
6.4,1,3.01066e+07
6.4,2,9.14801e+07
6.4,3,386521
6.4,4,1.42785e+07
6.4,5,2.51775e+06
6.4,6,1.91064e+07
6.4,7,6.18803e+06
6.4,8,1.00422e+08
6.4,9,1.44054e+07
6.4,10,2.39949e+06
6.4,11,2.33671e+06
6.4,12,7.09821e+06
6.4,13,5.18004e+06
6.4,14,7.67033e+06
6.4,15,531291
6.4,16,1.44969e+08
6.4,17,3.626e+06
6.4,18,8.19894e+07
6.4,19,1.73413e+06
6.4,20,1.10528e+07
6.4,21,6.21655e+06
6.4,22,468062
6.4,23,6.18666e+07
6.4,24,1.29969e+07
6.4,25,1.30939e+07
6.4,26,157703
6.4,27,1.38131e+06
6.4,28,4.8952e+07
6.4,29,104376
6.5,0,9.13745e+06
6.5,1,3.63387e+06
6.5,2,3.7404e+06
6.5,3,4.63068e+06
6.5,4,8.87124e+06
6.5,5,6.76864e+06
6.5,6,421854
6.5,7,2.26526e+07
6.5,8,1.48024e+08
6.5,9,96916.2
6.5,10,1.05627e+07
6.5,11,1.33611e+07
6.5,12,1.161e+08
6.5,13,8.42503e+07
6.5,14,1.53608e+06
6.5,15,5.45941e+07
6.5,16,5.51561e+07
6.5,17,7.53395e+06
6.5,18,5.36292e+07
6.5,19,1.5793e+07
6.5,20,1.7887e+07
6.5,21,3.13362e+06
6.5,22,2.93787e+06
6.5,23,1.01142e+07
6.5,24,7.6223e+07
6.5,25,8.19166e+06
6.5,26,8.28728e+06
6.5,27,7.19967e+07
6.5,28,3.72871e+06
6.5,29,9.91585e+07
6.6,0,4.26186e+06
6.6,1,192694
6.6,2,1.09353e+07
6.6,3,365581
6.6,4,5.43374e+07
6.6,5,2.3731e+06
6.6,6,697352
6.6,7,2.17614e+06
6.6,8,1.47083e+08
6.6,9,89186.2
6.6,10,8.82701e+06
6.6,11,9.77655e+06
6.6,12,9.24283e+07
6.6,13,9.67403e+07
6.6,14,803668
6.6,15,646277
6.6,16,1.40961e+08
6.6,17,1.90904e+07
6.6,18,7.22965e+07
6.6,19,2.91863e+06
6.6,20,670007
6.6,21,189762
6.6,22,303700
6.6,23,5.11742e+07
6.6,24,9.14447e+07
6.6,25,7.09874e+07
6.6,26,1.55107e+06
6.6,27,2.31857e+06
6.6,28,1.67908e+07
6.6,29,5.24577e+07
6.7,0,5.60227e+06
6.7,1,1.38242e+07
6.7,2,2.87639e+07
6.7,3,2.18314e+07
6.7,4,2.39055e+07
6.7,5,4.9869e+07
6.7,6,1.06529e+08
6.7,7,7.14383e+06
6.7,8,1.72192e+08
6.7,9,900526
6.7,10,1.22857e+06
6.7,11,1.08041e+06
6.7,12,1.22782e+08
6.7,13,2.27601e+07
6.7,14,3.5836e+07
6.7,15,1.20876e+07
6.7,16,1.00984e+08
6.7,17,2.09914e+06
6.7,18,2.84136e+07
6.7,19,700137
6.7,20,1.60271e+06
6.7,21,5.17827e+06
6.7,22,1.25052e+08
6.7,23,1.06039e+08
6.7,24,8.22709e+07
6.7,25,185098
6.7,26,2.30127e+07
6.7,27,401.035
6.7,28,1.68574e+07
6.7,29,5.2361e+07
6.8,0,1.81133e+06
6.8,1,6.85265e+06
6.8,2,683469
6.8,3,9.02833e+07
6.8,4,873160
6.8,5,3.61293e+07
6.8,6,3.35582e+07
6.8,7,2.63896e+07
6.8,8,1.41014e+08
6.8,9,336362
6.8,10,55952.9
6.8,11,388974
6.8,12,1.53128e+07
6.8,13,811912
6.8,14,4.4773e+07
6.8,15,6.85596e+06
6.8,16,4.45198e+07
6.8,17,20604.5
6.8,18,4.90556e+07
6.8,19,1.45246e+07
6.8,20,135671
6.8,21,5.39639e+06
6.8,22,6.53858e+06
6.8,23,3.93238e+07
6.8,24,1.0577e+08
6.8,25,3.03111e+06
6.8,26,6.24777e+06
6.8,27,217123
6.8,28,3.71185e+06
6.8,29,2.90799e+06
6.9,0,5.09952e+06
6.9,1,415762
6.9,2,2.12045e+07
6.9,3,4.83857e+06
6.9,4,7.47375e+06
6.9,5,1.95314e+07
6.9,6,2.21886e+07
6.9,7,3.12778e+07
6.9,8,1.28586e+08
6.9,9,570857
6.9,10,3.14646e+06
6.9,11,1.68983e+06
6.9,12,1.50724e+06
6.9,13,3.38418e+06
6.9,14,9.19684e+07
6.9,15,1.51499e+07
6.9,16,8.22209e+07
6.9,17,6.80082e+06
6.9,18,4.9226e+06
6.9,19,314344
6.9,20,671599
6.9,21,1.62689e+07
6.9,22,3.30687e+06
6.9,23,100217
6.9,24,6.31596e+07
6.9,25,8.7844e+07
6.9,26,26290
6.9,27,4.04306e+07
6.9,28,2.26072e+07
6.9,29,362169
7,0,1.25047e+06
7,1,1.67191e+07
7,2,6.55938e+06
7,3,336288
7,4,7.70112e+07
7,5,3.44469e+07
7,6,1.05021e+07
7,7,1.36621e+07
7,8,6.85066e+07
7,9,2.43243e+06
7,10,6.8044e+07
7,11,8.66166e+06
7,12,1.45891e+07
7,13,2.56129e+07
7,14,1.18903e+07
7,15,3.56868e+06
7,16,1.3099e+08
7,17,161993
7,18,1.75299e+06
7,19,1.01657e+08
7,20,6928.57
7,21,4.57584e+07
7,22,2.5406e+06
7,23,8.40781e+06
7,24,9.13137e+07
7,25,361596
7,26,1.89993e+06
7,27,1.79225e+06
7,28,3.3061e+07
7,29,3.70948e+06
7.1,0,5.5266e+06
7.1,1,2.37834e+07
7.1,2,3.39804e+07
7.1,3,2.23058e+07
7.1,4,2.73887e+07
7.1,5,4.1398e+07
7.1,6,2.96798e+07
7.1,7,6.62243e+06
7.1,8,2.44518e+08
7.1,9,4.29844e+06
7.1,10,7.38454e+06
7.1,11,110060
7.1,12,1.11724e+07
7.1,13,2.70556e+07
7.1,14,495581
7.1,15,910205
7.1,16,5.05654e+07
7.1,17,263667
7.1,18,780405
7.1,19,1.45105e+07
7.1,20,1.58487e+06
7.1,21,2.01533e+07
7.1,22,2.24024e+06
7.1,23,1.21798e+08
7.1,24,2.32669e+07
7.1,25,1.26671e+07
7.1,26,919227
7.1,27,4.42799e+06
7.1,28,4.23555e+07
7.1,29,1.1046e+06
7.2,0,1.10375e+07
7.2,1,2.03474e+06
7.2,2,892754
7.2,3,327398
7.2,4,8.62451e+06
7.2,5,1.89535e+07
7.2,6,647566
7.2,7,1.59713e+07
7.2,8,2.03484e+08
7.2,9,96149.3
7.2,10,4.91654e+06
7.2,11,1.46974e+07
7.2,12,9.16356e+07
7.2,13,1.11861e+07
7.2,14,3.1188e+07
7.2,15,1.32232e+07
7.2,16,1.48002e+08
7.2,17,98196.2
7.2,18,5.25336e+07
7.2,19,4.33094e+07
7.2,20,11755.6
7.2,21,655087
7.2,22,1.61491e+06
7.2,23,1.52355e+08
7.2,24,1.9493e+07
7.2,25,8.29649e+06
7.2,26,1.07401e+08
7.2,27,2.06579e+07
