t,ue,rate_bps
0.4,1,2.47554e+07
0.4,2,7.2243e+06
0.4,3,18147.3
0.4,4,587915
0.4,5,1.23181e+07
0.4,6,3.77253e+07
0.4,7,1.4551e+07
0.4,8,1.96112e+06
0.4,9,1.09492e+08
0.4,10,5.44109e+07
0.4,11,3.47525e+07
0.4,12,819557
0.4,13,6.06623e+07
0.4,14,47709.2
0.4,15,1.95882e+07
0.4,16,1.62565e+06
0.4,17,8.89546e+06
0.4,18,114870
0.4,19,3.37956e+07
0.4,20,2.97111e+06
0.4,21,6.40558e+07
0.4,22,6.25815e+07
0.4,23,1.24577e+06
0.4,24,407955
0.4,25,1.19927e+07
0.4,26,2.29523e+06
0.4,27,3.56451e+06
0.4,28,4.18026e+07
0.4,29,4.13174e+06
0.5,0,3.67756e+06
0.5,1,9.78765e+06
0.5,2,884180
0.5,3,65870.4
0.5,4,5.64444e+06
0.5,5,1.02078e+07
0.5,6,4.09772e+06
0.5,7,5.04371e+07
0.5,8,1.00885e+06
0.5,9,8.06604e+07
0.5,10,3.35087e+07
0.5,11,2.21593e+07
0.5,12,1.07461e+07
0.5,13,3.4097e+07
0.5,14,1.13582e+07
0.5,15,2.3864e+06
0.5,16,1.04935e+07
0.5,17,3.48885e+07
0.5,18,1.86354e+06
0.5,19,1.23082e+07
0.5,20,7.57428e+07
0.5,21,4.48585e+07
0.5,22,5.20283e+07
0.5,23,1.95986e+06
0.5,24,814050
0.5,25,225314
0.5,26,8.30947e+06
0.5,27,1.66394e+07
0.5,28,2.40725e+07
0.5,29,43576.2
0.6,0,4.07867e+07
0.6,1,2.82412e+07
0.6,2,2.08685e+06
0.6,3,830367
0.6,4,9.54985e+07
0.6,5,6.30625e+06
0.6,6,6.40751e+06
0.6,7,1.04392e+07
0.6,8,6.40022e+06
0.6,9,7.64544e+06
0.6,10,7.88471e+06
0.6,11,2.7465e+07
0.6,12,3.44319e+07
0.6,13,2.25423e+06
0.6,14,97217.4
0.6,15,1.30162e+07
0.6,16,23641.4
0.6,17,453120
0.6,18,5.36419e+07
0.6,19,5.12494e+07
0.6,20,4.8984e+06
0.6,21,5.75397e+07
0.6,22,3.44428e+07
0.6,23,389409
0.6,24,2.64057e+07
0.6,25,2.54231e+07
0.6,26,1004.58
0.6,27,2.34927e+06
0.6,28,1.4084e+07
0.6,29,5.39299e+06
0.7,0,2.70561e+07
0.7,1,1.23384e+07
0.7,2,5.23678e+06
0.7,3,1.58351e+07
0.7,4,1.92676e+07
0.7,5,3.41047e+07
0.7,6,6.23382e+06
0.7,7,1.08077e+08
0.7,8,1.91036e+06
0.7,9,1.05821e+08
0.7,10,4.84077e+07
0.7,11,3.45306e+06
0.7,12,7.47031e+07
0.7,13,4.7201e+07
0.7,14,1.66261e+07
0.7,15,228594
0.7,16,1.38593e+07
0.7,17,427218
0.7,18,143253
0.7,19,894375
0.7,20,1.71381e+07
0.7,21,1.11376e+06
0.7,22,1.02119e+07
0.7,23,3.18691e+07
0.7,24,435283
0.7,25,2.93005e+07
0.7,26,2.61828e+07
0.7,27,1.6961e+07
0.7,28,516622
0.7,29,3.46866e+06
0.8,0,4.75026e+06
0.8,1,1.06082e+07
0.8,2,6.38488e+06
0.8,3,99485.1
0.8,4,1.22856e+06
0.8,5,9.08957e+07
0.8,6,4.87853e+06
0.8,7,9.05362e+06
0.8,8,23286
0.8,9,1.8562e+07
0.8,10,4.63126e+07
0.8,11,3.16502e+07
0.8,12,1.07968e+07
0.8,13,3.5688e+06
0.8,14,9.8296e+06
0.8,15,179254
0.8,16,1.16963e+06
0.8,17,9.08262e+07
0.8,18,2.65433e+06
0.8,19,3.2594e+06
0.8,20,522059
0.8,21,1.23998e+07
0.8,22,57359.4
0.8,23,415722
0.8,24,1.07046e+06
0.8,25,2.25515e+06
0.8,26,8.36408e+06
0.8,27,2.75993e+07
0.8,28,1.88138e+07
0.8,29,4.58898e+07
0.9,0,5.64914e+06
0.9,1,509916
0.9,2,2.12101e+06
0.9,3,8.49e+06
0.9,4,53365.9
0.9,5,7.1206e+07
0.9,6,9.19563e+06
0.9,7,5.17169e+07
0.9,8,38143.7
0.9,9,1.84677e+06
0.9,10,3.01298e+07
0.9,11,7.69818e+07
0.9,12,273716
0.9,13,6.57784e+06
0.9,14,7.6657e+06
0.9,15,1.2222e+07
0.9,16,7.2153e+06
0.9,17,2.85698e+07
0.9,18,1.66896e+06
0.9,19,8.12484e+06
0.9,20,897219
0.9,21,650754
0.9,22,1.10595e+07
0.9,23,5.77637e+06
0.9,24,1.30028e+06
0.9,25,954114
0.9,26,6.78281e+06
0.9,27,2.26206e+06
0.9,28,2.51821e+06
0.9,29,301860
1,0,1.76637e+07
1,1,2.43872e+07
1,2,2.70371e+07
1,3,184090
1,4,2.23888e+06
1,5,4.25856e+07
1,6,8.30771e+07
1,7,3.41027e+06
1,8,1.26729e+07
1,9,2.21561e+07
1,10,4.15145e+07
1,11,909532
1,12,1.27397e+08
1,13,1.79323e+06
1,14,2.30949e+06
1,15,1.64366e+07
1,16,373860
1,17,685707
1,18,2.16625e+06
1,19,4.44842e+06
1,20,8.27382e+06
1,21,1.27674e+07
1,22,8.33548e+06
1,23,1.08079e+07
1,24,567064
1,25,4.91e+07
1,26,2.59952e+07
1,27,1.65486e+06
1,28,189817
1,29,3.5718e+07
1.1,0,7.93574e+06
1.1,1,6.14149e+06
1.1,2,3.43378e+06
1.1,3,3.19828e+06
1.1,4,9.39566e+07
1.1,5,1.30728e+07
1.1,6,2.21677e+07
1.1,7,6.13507e+07
1.1,8,1.35993e+07
1.1,9,2.3019e+06
1.1,10,6.96659e+07
1.1,11,1.54528e+07
1.1,12,5.06183e+06
1.1,13,1.10514e+08
1.1,14,1.32725e+07
1.1,15,2.7852e+07
1.1,16,1.40198e+07
1.1,17,4.84983e+07
1.1,18,1.95519e+06
1.1,19,3.30033e+07
1.1,20,834487
1.1,21,8.71743e+06
1.1,22,7.59726e+06
1.1,23,1.80924e+06
1.1,24,1.99987e+06
1.1,25,7.68239e+07
1.1,26,969432
1.1,27,8.90053e+06
1.1,28,2.07147e+07
1.1,29,1.01807e+07
1.2,0,4.28582e+06
1.2,1,1.17931e+07
1.2,2,404818
1.2,3,425952
1.2,4,1.20369e+08
1.2,5,4.55119e+07
1.2,6,3.21862e+07
1.2,7,1.81925e+06
1.2,8,1.53521e+06
1.2,9,1.894e+08
1.2,10,9.10501e+07
1.2,11,8.13313e+06
1.2,12,4.54976e+06
1.2,13,8.23332e+06
1.2,14,1408.8
1.2,15,2.18628e+07
1.2,16,1.62609e+07
1.2,17,9.77687e+06
1.2,18,503678
1.2,19,8.42651e+06
1.2,20,7.21937e+07
1.2,21,1.65978e+06
1.2,22,4.97841e+07
1.2,23,2.49894e+07
1.2,24,8.24427e+06
1.2,25,3.6374e+07
1.2,26,1.48509e+07
1.2,27,6.13517e+07
1.2,28,5.05573e+06
1.2,29,1.59519e+06
1.3,0,1.1058e+07
1.3,1,6.36503e+07
1.3,2,179235
1.3,3,1.48261e+06
1.3,4,253261
1.3,5,1.29734e+07
1.3,6,4.48838e+07
1.3,7,4.49423e+06
1.3,8,1.29587e+06
1.3,9,4.28026e+07
1.3,10,5.02881e+07
1.3,11,1.47963e+07
1.3,12,2.78138e+07
1.3,13,1.9906e+07
1.3,14,1.71845e+06
1.3,15,1.49709e+07
1.3,16,3.18578e+07
1.3,17,2.1486e+07
1.3,18,6.66868e+07
1.3,19,536319
1.3,20,3.88626e+07
1.3,21,2.92878e+07
1.3,22,6.50105e+07
1.3,23,2.7151e+06
1.3,24,2.40005e+07
1.3,25,186587
1.3,26,2.90914e+07
1.3,27,160.843
1.3,28,1.3945e+08
1.3,29,3.98139e+06
1.4,0,640251
1.4,1,1.46918e+07
1.4,2,2.17459e+07
1.4,3,3.62381e+06
1.4,4,2.70681e+06
1.4,5,5.66716e+06
1.4,6,784407
1.4,7,3.38318e+07
1.4,8,42962.8
1.4,9,8.65311e+06
1.4,10,4.594e+06
1.4,11,895048
1.4,12,2.02979e+07
1.4,13,3.36474e+06
1.4,14,4.12825e+06
1.4,15,4.09288e+07
1.4,16,6.94018e+07
1.4,17,263135
1.4,18,3.72402e+06
1.4,19,3.62777e+06
1.4,20,1.18771e+07
1.4,21,2.82433e+07
1.4,22,2.31913e+07
1.4,23,1.84903e+07
1.4,24,135789
1.4,25,6.53497e+06
1.4,26,4.44439e+07
1.4,27,333116
1.4,28,5.56823e+07
1.4,29,2.74582e+07
1.5,0,1.28162e+07
1.5,1,4.00739e+06
1.5,2,54379.6
1.5,3,577656
1.5,4,2.10286e+06
1.5,5,1.41521e+07
1.5,6,585111
1.5,7,1.52986e+07
1.5,8,6.31247e+07
1.5,9,6.56101e+07
1.5,10,2.07568e+07
1.5,11,2.94396e+06
1.5,12,1.1413e+08
1.5,13,496504
1.5,14,841942
1.5,15,3.08757e+06
1.5,16,404548
1.5,17,1.47138e+07
1.5,18,1.88782e+07
1.5,19,62365.9
1.5,20,2.41516e+07
1.5,21,7.0894e+07
1.5,22,3.57328e+07
1.5,23,8.25704e+06
1.5,24,1.62705e+06
1.5,25,1.24228e+06
1.5,26,1.98684e+06
1.5,27,1.57713e+06
1.5,28,9.73042e+06
1.5,29,3.31225e+07
1.6,0,2.25899e+07
1.6,1,4.39148e+06
1.6,2,673958
1.6,3,1.05867e+07
1.6,4,7.11306e+07
1.6,5,7.07518e+06
1.6,6,1.98979e+06
1.6,7,3.89873e+07
1.6,8,486985
1.6,9,1.81469e+08
1.6,10,6.37603e+06
1.6,11,4.93397e+06
1.6,12,6.22764e+06
1.6,13,8.60701e+06
1.6,14,271659
1.6,15,90174.2
1.6,16,18525.5
1.6,17,858750
1.6,18,4.07013e+06
1.6,19,2.73309e+07
1.6,20,4.04229e+07
1.6,21,1.06649e+06
1.6,22,4.11303e+06
1.6,23,218207
1.6,24,2.00749e+06
1.6,25,49203.3
1.6,26,1.63865e+07
1.6,27,2.29741e+06
1.6,28,4.30046e+06
1.6,29,76477.4
1.7,0,2.54385e+07
1.7,1,266247
1.7,2,1.58783e+06
1.7,3,6.90333e+06
1.7,4,278356
1.7,5,2.22624e+07
1.7,6,6.84401e+06
1.7,7,2.20324e+07
1.7,8,12275.3
1.7,9,9.87196e+07
1.7,10,2.22301e+07
1.7,11,3.60403e+06
1.7,12,1.22597e+08
1.7,13,1.30587e+07
1.7,14,2.9726e+06
1.7,15,1.45312e+06
1.7,16,3.6894e+06
1.7,17,943609
1.7,18,4.19338e+06
1.7,19,1.08251e+06
1.7,20,8.23135e+06
1.7,21,3.32838e+07
1.7,22,3.42318e+06
1.7,23,3.527e+06
1.7,24,2.55653e+06
1.7,25,1.50259e+06
1.7,26,9.69823e+07
1.7,27,301889
1.7,28,1.34641e+06
1.7,29,1.48773e+07
1.8,0,1.31386e+07
1.8,1,1.74398e+06
1.8,2,2.54343e+07
1.8,3,323980
1.8,4,5.09354e+06
1.8,5,1.69386e+07
1.8,6,3.08702e+07
1.8,7,3.68733e+07
1.8,8,1.97171e+06
1.8,9,1.15286e+08
1.8,10,1.59313e+08
1.8,11,84608
1.8,12,1.11053e+06
1.8,13,3.45136e+06
1.8,14,641984
1.8,15,2.60663e+07
1.8,16,5.3752e+07
1.8,17,7.20604e+07
1.8,18,5.6858e+07
1.8,19,67434.4
1.8,20,7.66044e+07
1.8,21,1.17736e+07
1.8,22,3.17071e+07
1.8,23,3.45074e+07
1.8,24,4.28698e+06
1.8,25,1.33229e+06
1.8,26,1.76627e+07
1.8,27,2.94252e+07
1.8,28,2.71624e+06
1.8,29,352772
1.9,0,7.07505e+06
1.9,1,1.55423e+06
1.9,2,66208.3
1.9,3,3.35084e+06
1.9,4,4.10271e+06
1.9,5,1.40197e+07
1.9,6,2.97495e+07
1.9,7,5.86649e+06
1.9,8,534587
1.9,9,2.92202e+07
1.9,10,7.42093e+07
1.9,11,4.45105e+06
1.9,12,2.15556e+07
1.9,13,9.84601e+07
1.9,14,7.75622e+06
1.9,15,1.22358e+07
1.9,16,3.51991e+06
1.9,17,433734
1.9,18,55999.1
1.9,19,857538
1.9,20,3.21917e+07
1.9,21,5.10544e+06
1.9,22,1.68804e+06
1.9,23,479157
1.9,24,432426
1.9,25,560550
1.9,26,2.31668e+07
1.9,27,4.75221e+07
1.9,28,9.25631e+07
1.9,29,530004
2,0,7.42828e+07
2,1,358076
2,2,3.71355e+07
2,3,982114
2,4,3.74331e+07
2,5,7.04726e+07
2,6,7.12895e+07
2,7,1.07942e+08
2,8,9.66198e+06
2,9,3.62046e+06
2,10,2.86967e+07
2,11,8.61282e+06
2,12,2.59137e+07
2,13,7.34895e+06
2,14,1.63171e+06
2,15,4.18601e+07
2,16,42959.3
2,17,8.78833e+06
2,18,5.17081e+06
2,19,1.04442e+07
2,20,1.23148e+07
2,21,2.28351e+07
2,22,7.77062e+07
2,23,706945
2,24,5.10527e+07
2,25,377278
2,26,935348
2,27,969216
2,28,1.88551e+07
2,29,2.44958e+06
2.1,0,1.49607e+07
2.1,1,610394
2.1,2,1.43604e+06
2.1,3,5.16284e+06
2.1,4,5.53581e+07
2.1,5,1.00981e+08
2.1,6,574861
2.1,7,3.6124e+07
2.1,8,593306
2.1,9,1.09336e+08
2.1,10,8.17364e+07
2.1,11,132108
2.1,12,1.83701e+07
2.1,13,7.65188e+07
2.1,14,924723
2.1,15,1.52536e+07
2.1,16,4.69515e+07
2.1,17,4.52884e+06
2.1,18,1.94921e+07
2.1,19,1.35594e+06
2.1,20,2.17672e+08
2.1,21,4.53818e+06
2.1,22,8.88277e+07
2.1,23,2.96472e+07
2.1,24,4.18141e+06
2.1,25,2.31991e+06
2.1,26,8.8456e+06
2.1,27,521085
2.1,28,4.70207e+06
2.1,29,5.08987e+06
2.2,0,138524
2.2,1,1.20408e+07
2.2,2,43837.5
2.2,3,6.36251e+06
2.2,4,1.10938e+07
2.2,5,1.5754e+07
2.2,6,2.26573e+06
2.2,7,8.92609e+07
2.2,8,588914
2.2,9,6.17775e+07
2.2,10,2.12361e+07
2.2,11,3.13342e+06
2.2,12,5.48964e+07
2.2,13,1.66063e+07
2.2,14,1.58181e+06
2.2,15,218568
2.2,16,185757
2.2,17,296485
2.2,18,150796
2.2,19,3.39377e+06
2.2,20,3.14183e+07
2.2,21,5.02662e+07
2.2,22,4.13699e+07
2.2,23,171360
2.2,24,1.03239e+07
2.2,25,1.48592e+07
2.2,26,8.11623e+06
2.2,27,576483
2.2,28,3.72885e+06
2.2,29,2.12156e+07
2.3,0,6.77389e+07
2.3,1,7.50765e+06
2.3,2,5.70874e+07
2.3,3,7139.48
2.3,4,2.74548e+07
2.3,5,2.07845e+07
2.3,6,6.19804e+07
2.3,7,3.94223e+07
2.3,8,1.34153e+06
2.3,9,1.46596e+08
2.3,10,9.72e+07
2.3,11,1.25383e+07
2.3,12,2.84713e+06
2.3,13,1.00273e+08
2.3,14,3.77402e+07
2.3,15,9.34547e+06
2.3,16,9.85333e+06
2.3,17,6.83854e+06
2.3,18,5.48711e+06
2.3,19,2.31751e+06
2.3,20,1.17446e+07
2.3,21,7.91925e+07
2.3,22,9.36724e+07
2.3,23,8.0531e+06
2.3,24,9.29012e+06
2.3,25,5.41694e+06
2.3,26,1.72662e+07
2.3,27,5.45128e+06
2.3,28,1.71588e+07
2.3,29,1.86709e+06
2.4,0,3.91004e+07
2.4,1,2.91443e+06
2.4,2,669089
2.4,3,2.05085e+07
2.4,4,6.0837e+07
2.4,5,4.59356e+06
2.4,6,6.32949e+07
2.4,7,1.0756e+08
2.4,8,2.70893e+06
2.4,9,1.13956e+08
2.4,10,1.38773e+08
2.4,11,8.77223e+07
2.4,12,5.51135e+06
2.4,13,6.40003e+06
2.4,14,2.41569e+06
2.4,15,5.70305e+06
2.4,16,751788
2.4,17,5.3243e+06
2.4,18,7.44553e+06
2.4,19,9.41569e+06
2.4,20,6.70932e+06
2.4,21,2.26735e+06
2.4,22,9.7404e+07
2.4,23,4.04362e+06
2.4,24,199340
2.4,25,5.92322e+06
2.4,26,8.01035e+06
2.4,27,9.60039e+06
2.4,28,2.55493e+06
2.4,29,9.89878e+06
2.5,0,645919
2.5,1,1.03378e+06
2.5,2,1.08764e+07
2.5,3,990458
2.5,4,568426
2.5,5,338926
2.5,6,7.00569e+07
2.5,7,721477
2.5,8,4.02619e+07
2.5,9,9.98896e+07
2.5,10,3.45745e+07
2.5,11,3.46737e+06
2.5,12,6.06729e+07
2.5,13,6.41239e+07
2.5,14,153674
2.5,15,4.93499e+06
2.5,16,296652
2.5,17,9.94545e+06
2.5,18,3.03797e+06
2.5,19,1.91865e+06
2.5,20,419197
2.5,21,6.42634e+07
2.5,22,6.70306e+06
2.5,23,629650
2.5,24,43088.2
2.5,25,3.36902e+06
2.5,26,2.72958e+06
2.5,27,1.80809e+07
2.5,28,897650
2.5,29,421710
2.6,0,830362
2.6,1,1.75937e+06
2.6,2,182292
2.6,3,8.99855e+06
2.6,4,3.88083e+06
2.6,5,2.7581e+07
2.6,6,1.4097e+06
2.6,7,162761
2.6,8,3.2306e+06
2.6,9,5.15818e+07
2.6,10,1.97387e+06
2.6,11,2.15683e+07
2.6,12,3.43683e+07
2.6,13,5.93731e+07
2.6,14,2.33454e+06
2.6,15,4.66702e+07
2.6,16,913529
2.6,17,1.37e+07
2.6,18,1.84138e+06
2.6,19,1.2852e+07
2.6,20,869791
2.6,21,2.42986e+06
2.6,22,1.14832e+07
2.6,23,424358
2.6,24,4.19186e+06
2.6,25,3.49097e+06
2.6,26,6.6663e+07
2.6,27,4.2609e+07
2.6,28,2.37982e+06
2.6,29,2.47023e+07
2.7,0,4.54098e+06
2.7,1,287090
2.7,2,1.51612e+07
2.7,3,1.56551e+07
2.7,4,9.98238e+07
2.7,5,2.07884e+07
2.7,6,2.31648e+07
2.7,7,1.38645e+07
2.7,8,24812.4
2.7,9,9.7353e+07
2.7,10,9.42114e+07
2.7,11,1.02431e+08
2.7,12,8.89682e+06
2.7,13,632172
2.7,14,833881
2.7,15,514781
2.7,16,2.66418e+06
2.7,17,5.64554e+07
2.7,18,2.12066e+06
2.7,19,3.33164e+07
2.7,20,668261
2.7,21,5.05005e+06
2.7,22,1.49776e+07
2.7,23,1.13583e+06
2.7,24,2.50059e+07
2.7,25,2.87273e+07
2.7,26,39831
2.7,27,155880
2.7,28,4.56141e+06
2.7,29,1.97238e+06
2.8,0,5.08031e+07
2.8,1,1.40608e+06
2.8,2,1.2311e+07
2.8,3,3.29751e+06
2.8,4,3.5616e+07
2.8,5,6.66415e+06
2.8,6,1.03425e+06
2.8,7,6.68359e+07
2.8,8,6.55061e+07
2.8,9,8.5902e+07
2.8,10,6.20554e+07
2.8,11,3.54595e+07
2.8,12,1.29465e+06
2.8,13,443915
2.8,14,433582
2.8,15,571574
2.8,16,40224.9
2.8,17,3.41884e+07
2.8,18,2.39649e+06
2.8,19,1.07552e+06
2.8,20,9.58508e+06
2.8,21,1.17033e+07
2.8,22,1.86541e+07
2.8,23,1.38604e+06
2.8,24,599230
2.8,25,2.26888e+07
2.8,26,3.73655e+06
2.8,27,2.07699e+07
2.8,28,1.58662e+06
2.8,29,3.29335e+06
2.9,0,3.53596e+07
2.9,1,2.34925e+06
2.9,2,410321
2.9,3,1920.33
2.9,4,4.84629e+07
2.9,5,3.04916e+07
2.9,6,921883
2.9,7,1.24546e+08
2.9,8,434026
2.9,9,1.41573e+08
2.9,10,6.96327e+07
2.9,11,1.02316e+07
2.9,12,2.32335e+06
2.9,13,2.32929e+06
2.9,14,642306
2.9,15,3.57966e+07
2.9,16,3.23986e+06
2.9,17,1.06127e+06
2.9,18,4.7119e+07
2.9,19,38048
2.9,20,1.0099e+07
2.9,21,1.47174e+07
2.9,22,1.8978e+07
2.9,23,1.03378e+06
2.9,24,1.84316e+06
2.9,25,5.1904e+06
2.9,26,3.65008e+07
2.9,27,350566
2.9,28,7.28044e+07
2.9,29,4.94481e+07
3,0,3.58445e+07
3,1,9.9031e+06
3,2,1.04519e+06
3,3,4.94001e+06
3,4,4.78213e+06
3,5,2.47332e+07
3,6,1.3371e+06
3,7,9.74609e+06
3,8,5.8068e+06
3,9,1.70723e+07
3,10,1.50385e+06
3,11,1.17186e+08
3,12,7.03624e+07
3,13,2.64298e+06
3,14,418303
3,15,3.08872e+06
3,16,5128.75
3,17,6.08019e+06
3,18,4.72092e+07
3,19,975466
3,20,955969
3,21,4.39211e+06
3,22,4.99501e+07
3,23,8.33815e+07
3,24,1.55326e+07
3,25,3.57151e+07
3,26,1.6413e+06
3,27,1.55612e+07
3,28,2.28173e+07
3,29,9.15246e+06
3.1,0,497948
3.1,1,4.3373e+07
3.1,2,2.72466e+06
3.1,3,7.80085e+06
3.1,4,7.05297e+06
3.1,5,7.7479e+07
3.1,6,4.88939e+06
3.1,7,2.6688e+06
3.1,8,1.43728e+07
3.1,9,7.29812e+07
3.1,10,3.14967e+06
3.1,11,426026
3.1,12,6.17009e+07
3.1,13,1.25398e+08
3.1,14,2.35619e+06
3.1,15,8.44495e+07
3.1,16,4.42215e+06
3.1,17,9.11295e+06
3.1,18,4.28324e+07
3.1,19,2.93359e+06
3.1,20,526069
3.1,21,1.31023e+07
3.1,22,5.72833e+07
3.1,23,84128.8
3.1,24,590403
3.1,25,9.84402e+06
3.1,26,1.78766e+07
3.1,27,1.58975e+07
3.1,28,1.1548e+07
3.1,29,2.72674e+07
3.2,0,1.28226e+07
3.2,1,1.58184e+06
3.2,2,1.55735e+06
3.2,3,263924
3.2,4,4.53121e+06
3.2,5,3.43113e+06
3.2,6,3.5474e+07
3.2,7,2.43836e+07
3.2,8,370101
3.2,9,3.56642e+06
3.2,10,1.09851e+08
3.2,11,9.88871e+06
3.2,12,3.97738e+06
3.2,13,3.52358e+06
3.2,14,2.97006e+06
3.2,15,6.00022e+07
3.2,16,3.59077e+06
3.2,17,9.1371e+06
3.2,18,8606.45
3.2,19,7.94556e+06
3.2,20,330996
3.2,21,5.47711e+06
3.2,22,840208
3.2,23,1.63822e+07
3.2,24,2.20408e+07
3.2,25,4.7049e+06
3.2,26,3.39673e+06
3.2,27,577967
3.2,28,569275
3.2,29,5.90809e+07
3.3,0,1.10469e+07
3.3,1,1.12437e+06
3.3,2,4.51783e+07
3.3,3,417594
3.3,4,2.98409e+06
3.3,5,4.44219e+06
3.3,6,3.22259e+06
3.3,7,5.35429e+07
3.3,8,2.25068e+07
3.3,9,1.68431e+07
3.3,10,3.22027e+07
3.3,11,2.34573e+07
3.3,12,1.50793e+07
3.3,13,3.33135e+07
3.3,14,655876
3.3,15,261585
3.3,16,8.25178e+06
3.3,17,2.60249e+06
3.3,18,2.1794e+07
3.3,19,363124
3.3,20,2.82312e+06
3.3,21,4.26261e+07
3.3,22,3.33362e+07
3.3,23,1.4682e+06
3.3,24,52897.1
3.3,25,5.70184e+06
3.3,26,3.13479e+07
3.3,27,6.25011e+07
3.3,28,8.38868e+06
3.3,29,3.25352e+07
3.4,0,3.34365e+06
3.4,1,3.35689e+06
3.4,2,6.96622e+06
3.4,3,576973
3.4,4,621677
3.4,5,5.98023e+07
3.4,6,2.27094e+06
3.4,7,2.31275e+06
3.4,8,2.54489e+07
3.4,9,7.14312e+07
3.4,10,1.01799e+08
3.4,11,834685
3.4,12,524995
3.4,13,2.60151e+06
3.4,14,205202
3.4,15,650586
3.4,16,5.44707e+07
3.4,17,128249
3.4,18,2.9235e+06
3.4,19,845096
3.4,20,824979
3.4,21,7.55803e+07
3.4,22,2.21039e+06
3.4,23,9.58725e+06
3.4,24,146805
3.4,25,4.21519e+06
3.4,26,922223
3.4,27,7.42652e+06
3.4,28,3.32935e+07
3.4,29,1.06169e+07
3.5,0,2.66801e+06
3.5,1,1.24575e+06
3.5,2,799779
3.5,3,5.30207e+07
3.5,4,3.21667e+07
3.5,5,1.21501e+07
3.5,6,5.11864e+07
3.5,7,2.66306e+07
3.5,8,3.86864e+06
3.5,9,632444
3.5,10,1.09265e+08
3.5,11,2.33955e+07
3.5,12,42219.8
3.5,13,1.8715e+07
3.5,14,2.0338e+06
3.5,15,3.3174e+06
3.5,16,830529
3.5,17,2.38154e+07
3.5,18,7.10563e+06
3.5,19,1.51956e+06
3.5,20,6.04139e+07
3.5,21,6.34387e+06
3.5,22,1.56468e+07
3.5,23,91609
3.5,24,929780
3.5,25,1.84161e+06
3.5,26,2.41816e+07
3.5,27,5.5356e+06
3.5,28,3.70399e+07
3.5,29,2.68307e+07
3.6,0,127669
3.6,1,3.88907e+06
3.6,2,4.15242e+07
3.6,3,1.72397e+06
3.6,4,1.04757e+07
3.6,5,1.20464e+07
3.6,6,2.20703e+07
3.6,7,234878
3.6,8,3588.61
3.6,9,9.48675e+07
3.6,10,7.75569e+07
3.6,11,1.34289e+07
3.6,12,1.74511e+07
3.6,13,1.4989e+08
3.6,14,225072
3.6,15,2.93175e+07
3.6,16,1.42713e+07
3.6,17,9.45993e+06
3.6,18,1.93653e+06
3.6,19,9.36588e+06
3.6,20,7.0257e+07
3.6,21,4.83587e+06
3.6,22,1.76647e+07
3.6,23,6.89248e+06
3.6,24,369269
3.6,25,1.89493e+07
3.6,26,2.14789e+06
3.6,27,1.91566e+07
3.6,28,3.98301e+06
3.6,29,1.02813e+07
3.7,0,2.89277e+07
3.7,1,6.39747e+07
3.7,2,5.08444e+06
3.7,3,170759
3.7,4,17034.9
