t,ue,rate_bps
0.5,21,2.05473e+06
0.5,22,471241
0.5,23,1.00103e+07
0.5,24,343430
0.5,25,2.55602e+07
0.5,26,7.05621e+07
0.5,27,9.28348e+07
0.5,28,13221.6
0.5,29,5.17437e+07
0.6,0,1.13009e+08
0.6,1,4.12164e+07
0.6,2,1.45669e+07
0.6,3,7.87416e+06
0.6,4,9.41946e+07
0.6,5,4.90025e+07
0.6,6,1.3555e+07
0.6,7,3.88864e+07
0.6,8,277236
0.6,9,2.80908e+07
0.6,10,1.57055e+07
0.6,11,1.59699e+07
0.6,12,3.18094e+06
0.6,13,1.15755e+07
0.6,14,358019
0.6,15,1.26247e+08
0.6,16,32714.3
0.6,17,8.11859e+07
0.6,18,2.3514e+06
0.6,19,209355
0.6,20,4.87128e+07
0.6,21,1.70614e+07
0.6,22,1.91396e+06
0.6,23,1.22795e+06
0.6,24,460744
0.6,25,3.08297e+07
0.6,26,3.28078e+07
0.6,27,2.71593e+07
0.6,28,1.06261e+07
0.6,29,114276
0.7,0,7.73024e+07
0.7,1,1.10649e+08
0.7,2,6.62249e+06
0.7,3,5.78208e+07
0.7,4,7.55147e+06
0.7,5,7.90087e+07
0.7,6,9.08461e+07
0.7,7,519697
0.7,8,2.37128e+06
0.7,9,4.6161e+06
0.7,10,1.939e+07
0.7,11,2.24781e+07
0.7,12,6.81424e+06
0.7,13,2.53588e+07
0.7,14,1.06459e+08
0.7,15,6.37795e+06
0.7,16,9.63667e+06
0.7,17,2.08356e+06
0.7,18,320501
0.7,19,1.00478e+08
0.7,20,5.86289e+07
0.7,21,1.61066e+06
0.7,22,2.3547e+06
0.7,23,5.96125e+06
0.7,24,1.96608e+07
0.7,25,502750
0.7,26,3.45626e+07
0.7,27,2.89803e+07
0.7,28,1.76884e+06
0.7,29,5.98846e+07
0.8,0,3.82403e+07
0.8,1,3.91706e+07
0.8,2,9.58393e+07
0.8,3,1.55744e+07
0.8,4,643056
0.8,5,1.4007e+06
0.8,6,37437.3
0.8,7,1.05889e+07
0.8,8,7.86395e+06
0.8,9,5.48438e+07
0.8,10,3.47007e+06
0.8,11,2.35107e+06
0.8,12,4.66147e+06
0.8,13,592290
0.8,14,1.32437e+07
0.8,15,1.82021e+07
0.8,16,360775
0.8,17,1.22204e+08
0.8,18,665288
0.8,19,4.6192e+06
0.8,20,1.56117e+07
0.8,21,1.2635e+06
0.8,22,1.81093e+06
0.8,23,2.40589e+06
0.8,24,5.76641e+07
0.8,25,5.23815e+07
0.8,26,7.33253e+07
0.8,27,1.52635e+07
0.8,28,2.82037e+06
0.8,29,6.51595e+07
0.9,0,2.41031e+06
0.9,1,1.02813e+06
0.9,2,4.1284e+07
0.9,3,1.34072e+07
0.9,4,9.38698e+06
0.9,5,6.16821e+07
0.9,6,8.19518e+07
0.9,7,216421
0.9,8,9.41433e+06
0.9,9,7.89775e+06
0.9,10,325948
0.9,11,6.91452e+06
0.9,12,1.27685e+07
0.9,13,264978
0.9,14,7.76734e+07
0.9,15,1.9785e+07
0.9,16,1.67911e+06
0.9,17,4.22139e+07
0.9,18,1.9524e+07
0.9,19,2.70572e+06
0.9,20,5.46038e+07
0.9,21,4.19537e+06
0.9,22,741053
0.9,23,2.00378e+07
0.9,24,2.9988e+06
0.9,25,4.21924e+07
0.9,26,2.56894e+06
0.9,27,8.44311e+06
0.9,28,1.2011e+06
0.9,29,1.17364e+07
1,0,6.7251e+07
1,1,7.95669e+06
1,2,1.40017e+07
1,3,9.04925e+06
1,4,751669
1,5,918204
1,6,4.08343e+06
1,7,110994
1,8,706494
1,9,1.64837e+07
1,10,1.60312e+06
1,11,7.54021e+06
1,12,3.11483e+06
1,13,458886
1,14,1.89423e+07
1,15,2.56995e+07
1,16,6.37761e+06
1,17,3.82674e+07
1,18,8.15039e+06
1,19,2.01274e+07
1,20,2.39179e+07
1,21,23617
1,22,28108.7
1,23,680437
1,24,4.86682e+07
1,25,4.95918e+07
1,26,1.94395e+07
1,27,7.87926e+07
1,28,3.62802e+06
1,29,302679
1.1,0,1.00047e+07
1.1,1,1.24643e+08
1.1,2,3.93038e+07
1.1,3,4.34315e+07
1.1,4,3.42249e+06
1.1,5,238885
1.1,6,5.87577e+06
1.1,7,5.76663e+06
1.1,8,3.70417e+07
1.1,9,5398.61
1.1,10,2.95502e+06
1.1,11,6.96201e+06
1.1,12,476853
1.1,13,6.38276e+06
1.1,14,3.81757e+07
1.1,15,9.38671e+06
1.1,16,701654
1.1,17,4.49313e+07
1.1,18,3.7127e+07
1.1,19,2.56112e+07
1.1,20,1.45263e+06
1.1,21,2.66319e+06
1.1,22,2.2644e+06
1.1,23,7.92275e+06
1.1,24,1.91811e+06
1.1,25,9.69637e+07
1.1,26,1.46476e+07
1.1,27,2.58654e+07
1.1,28,7.14847e+06
1.1,29,1.92569e+07
1.2,0,4.15144e+07
1.2,1,1.21563e+08
1.2,2,2.00038e+06
1.2,3,4.12045e+07
1.2,4,5.08493e+07
1.2,5,2.60612e+07
1.2,6,1.89291e+07
1.2,7,3.40877e+06
1.2,8,883176
1.2,9,2.15773e+06
1.2,10,1.1126e+07
1.2,11,1.55827e+07
1.2,12,4.06957e+06
1.2,13,316509
1.2,14,3.02276e+07
1.2,15,1.05581e+07
1.2,16,1.57251e+07
1.2,17,1.0474e+08
1.2,18,40582.9
1.2,19,3.88884e+07
1.2,20,3.14443e+06
1.2,21,14306
1.2,22,7.62636e+06
1.2,23,2.5656e+07
1.2,24,19094.3
1.2,25,9.44602e+07
1.2,26,6.92291e+06
1.2,27,1.07301e+07
1.2,28,4.05838e+07
1.2,29,87164.8
1.3,0,2.12611e+07
1.3,1,2.19664e+07
1.3,2,5.14052e+07
1.3,3,1.18859e+07
1.3,4,2.77637e+06
1.3,5,5.97056e+06
1.3,6,1.87928e+07
1.3,7,2.61165e+07
1.3,8,2.66042e+06
1.3,9,2.88482e+06
1.3,10,1.87134e+06
1.3,11,7.75919e+07
1.3,12,1.59027e+06
1.3,13,6.21749e+06
1.3,14,1.17687e+08
1.3,15,2.04656e+07
1.3,16,1.33576e+06
1.3,17,3.19622e+07
1.3,18,858879
1.3,19,482079
1.3,20,1.34484e+06
1.3,21,1.75878e+06
1.3,22,1.17454e+07
1.3,23,14243.3
1.3,24,2.3081e+06
1.3,25,2.87738e+07
1.3,26,1.50392e+07
1.3,27,1.0573e+08
1.3,28,79157.9
1.3,29,1.23324e+06
1.4,0,4.04695e+07
1.4,1,7.53632e+07
1.4,2,9.4762e+06
1.4,3,1.05267e+08
1.4,4,5.62761e+06
1.4,5,2.10683e+06
1.4,6,5.045e+07
1.4,7,111350
1.4,8,103184
1.4,9,6.35182e+07
1.4,10,1.46376e+06
1.4,11,2.93343e+06
1.4,12,3.03526e+06
1.4,13,1.05665e+06
1.4,14,9.21404e+06
1.4,15,3.97196e+06
1.4,16,9.05752e+06
1.4,17,4.86164e+07
1.4,18,382673
1.4,19,8.30256e+06
1.4,20,1.06005e+06
1.4,21,4.87955e+06
1.4,22,2.59967e+07
1.4,23,1.34981e+07
1.4,24,4.99088e+07
1.4,25,1.06843e+07
1.4,26,1.4045e+07
1.4,27,3.37428e+07
1.4,28,4.20148e+06
1.4,29,1.16182e+07
1.5,0,3.66806e+07
1.5,1,3.89823e+06
1.5,2,5.10984e+07
1.5,3,5.55953e+06
1.5,4,6.11369e+06
1.5,5,174820
1.5,6,4.59814e+07
1.5,7,225671
1.5,8,584597
1.5,9,1.02351e+06
1.5,10,3.5098e+06
1.5,11,3.9634e+07
1.5,12,3.43252e+06
1.5,13,158548
1.5,14,2.8736e+06
1.5,15,6.98154e+06
1.5,16,2.03257e+07
1.5,17,8.43492e+06
1.5,18,172984
1.5,19,2.57013e+07
1.5,20,2.32445e+07
1.5,21,5.96128e+07
1.5,22,1.22085e+06
1.5,23,8.07179e+06
1.5,24,4.49045e+07
1.5,25,4.79847e+06
1.5,26,1.95204e+06
1.5,27,1.89497e+07
1.5,28,41259.2
1.5,29,111942
1.6,0,4.98423e+07
1.6,1,1.67931e+07
1.6,2,3.63173e+07
1.6,3,6.44248e+07
1.6,4,645552
1.6,5,323741
1.6,6,613576
1.6,7,548455
1.6,8,121888
1.6,9,265250
1.6,10,1.312e+06
1.6,11,106080
1.6,12,4.56064e+06
1.6,13,654398
1.6,14,1.82677e+07
1.6,15,2.32376e+07
1.6,16,3.30524e+07
1.6,17,1.18153e+08
1.6,18,63324
1.6,19,335790
1.6,20,4.71118e+06
1.6,21,738588
1.6,22,3.29812e+06
1.6,23,5.76905e+07
1.6,24,7.81969e+06
1.6,25,6.37783e+07
1.6,26,1.60577e+07
1.6,27,1.59173e+08
1.6,28,8.77408e+06
1.6,29,1.96416e+06
1.7,0,1.74563e+07
1.7,1,1.55566e+06
1.7,2,4.8109e+07
1.7,3,4.23036e+07
1.7,4,563976
1.7,5,87200.9
1.7,6,4.64691e+07
1.7,7,314268
1.7,8,4.30244e+06
1.7,9,531915
1.7,10,1.85205e+07
1.7,11,1.54017e+07
1.7,12,1.31634e+07
1.7,13,1.53885e+07
1.7,14,1.0471e+08
1.7,15,2.679e+07
1.7,16,46249.4
1.7,17,7.13434e+07
1.7,18,556504
1.7,19,6.86358e+06
1.7,20,8.96168e+06
1.7,21,4.51031e+06
1.7,22,7.79502e+06
1.7,23,1.34046e+07
1.7,24,1.17706e+07
1.7,25,6.52577e+07
1.7,26,8.35761e+07
1.7,27,3.77548e+07
1.7,28,775819
1.7,29,2.3066e+06
1.8,0,1.206e+07
1.8,1,4.12327e+07
1.8,2,3.77359e+07
1.8,3,1.76389e+08
1.8,4,1.48682e+07
1.8,5,834593
1.8,6,1.6248e+07
1.8,7,93276.9
1.8,8,1.99811e+06
1.8,9,8.2625e+06
1.8,10,3.1389e+06
1.8,11,312981
1.8,12,3.01349e+06
1.8,13,924753
1.8,14,4.47054e+07
1.8,15,6.64057e+06
1.8,16,1.56433e+06
1.8,17,1.30643e+08
1.8,18,1.95661e+06
1.8,19,3.76099e+07
1.8,20,1.21061e+06
1.8,21,1.12485e+06
1.8,22,1.33173e+06
1.8,23,4.56513e+06
1.8,24,4.4124e+06
1.8,25,9.22885e+07
1.8,26,3.31076e+06
1.8,27,1.97432e+07
1.8,28,86770
1.8,29,2.32884e+07
1.9,0,5.84044e+07
1.9,1,2.7572e+07
1.9,2,9.47446e+06
1.9,3,3.12619e+07
1.9,4,3.61397e+07
1.9,5,1.3231e+06
1.9,6,3.86443e+07
1.9,7,7.2269e+06
1.9,8,1.02012e+06
1.9,9,2.21021e+06
1.9,10,1.01502e+06
1.9,11,3.71202e+07
1.9,12,1.33687e+06
1.9,13,142371
1.9,14,1.44549e+07
1.9,15,5.30991e+06
1.9,16,246235
1.9,17,3.29398e+07
1.9,18,89863.8
1.9,19,6.93882e+07
1.9,20,1.97196e+07
1.9,21,8510.09
1.9,22,4.96664e+06
1.9,23,5.43518e+07
1.9,24,9.43021e+06
1.9,25,2.5166e+07
1.9,26,2.53515e+07
1.9,27,1.44972e+06
1.9,28,10915.6
1.9,29,172091
2,0,4.34852e+07
2,1,1.13134e+08
2,2,1.4975e+06
2,3,4.19673e+07
2,4,1.25172e+07
2,5,212070
2,6,2.81692e+07
2,7,2.44126e+06
2,8,289863
2,9,2.85264e+06
2,10,3.18963e+06
2,11,3.54523e+07
2,12,2.38093e+06
2,13,2.75088e+07
2,14,4.85628e+06
2,15,647345
2,16,481286
2,17,1.25921e+08
2,18,2.10293e+06
2,19,5.00292e+06
2,20,521546
2,21,8.76943e+06
2,22,839462
2,23,1.04878e+06
2,24,2.6492e+07
2,25,3.57393e+06
2,26,1.15012e+06
2,27,8.35187e+07
2,28,360260
2,29,1.67501e+07
2.1,0,2.41982e+07
2.1,1,6.49121e+07
2.1,2,429810
2.1,3,647198
2.1,4,923049
2.1,5,2.13705e+06
2.1,6,2.26476e+07
2.1,7,8.1656e+06
2.1,8,3.88892e+06
2.1,9,6.15277e+06
2.1,10,78745.3
2.1,11,3.97441e+06
2.1,12,979163
2.1,13,85914.9
2.1,14,1.09126e+07
2.1,15,4.32693e+06
2.1,16,1.85927e+06
2.1,17,1.82713e+08
2.1,18,1.95175e+07
2.1,19,5.26295e+07
2.1,20,2.11917e+07
2.1,21,124392
2.1,22,323141
2.1,23,2.59734e+07
2.1,24,199252
2.1,25,8.24224e+07
2.1,26,4.72356e+07
2.1,27,9.33286e+06
2.1,28,7.22001e+06
2.1,29,1.08413e+07
2.2,0,1.03225e+07
2.2,1,1.03207e+07
2.2,2,9.6126e+07
2.2,3,2.00567e+07
2.2,4,6.85708e+07
2.2,5,7.77774e+06
2.2,6,4.70887e+07
2.2,7,929940
2.2,8,4.29185e+06
2.2,9,2.00763e+06
2.2,10,5.99907e+07
2.2,11,4.61926e+06
2.2,12,1.55991e+06
2.2,13,3.27219e+07
2.2,14,7.58131e+07
2.2,15,1.18411e+06
2.2,16,2.99924e+06
2.2,17,1.20417e+08
2.2,18,62498.6
2.2,19,5.10938e+07
2.2,20,9.00664e+07
2.2,21,1.63137e+07
2.2,22,234632
2.2,23,3.34595e+06
2.2,24,1.92065e+06
2.2,25,1.07331e+08
2.2,26,803349
2.2,27,1.01228e+08
2.2,28,109822
2.2,29,4.06096e+07
2.3,0,9.16181e+06
2.3,1,8.27188e+07
2.3,2,1.29233e+07
2.3,3,8.37011e+07
2.3,4,7.10624e+06
2.3,5,583866
2.3,6,4.59887e+07
2.3,7,3.89533e+06
2.3,8,2.09564e+06
2.3,9,1.22749e+07
2.3,10,2.33114e+07
2.3,11,2.98427e+07
2.3,12,222453
2.3,13,4545.77
2.3,14,7.14295e+06
2.3,15,2.2591e+07
2.3,16,262576
2.3,17,3.47983e+07
2.3,18,7.29705e+06
2.3,19,3.21067e+07
2.3,20,7.4732e+06
2.3,21,2.11303e+06
2.3,22,2.05797e+06
2.3,23,120452
2.3,24,1.34161e+07
2.3,25,5.56546e+07
2.3,26,1.06283e+07
2.3,27,3.46173e+07
2.3,28,6.47767e+06
2.3,29,1.21817e+06
2.4,0,2.16125e+07
2.4,1,6.81579e+07
2.4,2,2.94285e+07
2.4,3,4.15681e+06
2.4,4,2.89143e+07
2.4,5,6.27913e+06
2.4,6,1.32542e+07
2.4,7,1.08962e+07
2.4,8,4.36534e+06
2.4,9,1.42681e+07
2.4,10,4.22851e+07
2.4,11,1.38734e+06
2.4,12,5471.75
2.4,13,1.23314e+06
2.4,14,2.39694e+07
2.4,15,3.16519e+07
2.4,16,3.94986e+06
2.4,17,1.33352e+08
2.4,18,3.6079e+07
2.4,19,2.1776e+07
2.4,20,3.16503e+07
2.4,21,1.08481e+07
2.4,22,2.3981e+07
2.4,23,5.13405e+06
2.4,24,3.1548e+06
2.4,25,9.85966e+06
2.4,26,1.43851e+07
2.4,27,2.41489e+07
2.4,28,256561
2.4,29,4.5123e+07
2.5,0,2.51286e+06
2.5,1,1.96862e+07
2.5,2,3.76425e+07
2.5,3,5.02773e+06
2.5,4,3.82878e+07
2.5,5,928760
2.5,6,7.7746e+06
2.5,7,4.34619e+06
2.5,8,2.66412e+06
2.5,9,101509
2.5,10,2.28561e+07
2.5,11,1.95879e+07
2.5,12,3.83992e+06
2.5,13,20685.1
2.5,14,934538
2.5,15,6.93893e+07
2.5,16,73254.5
2.5,17,6.04236e+07
2.5,18,78785.7
2.5,19,2.73743e+07
2.5,20,1.1467e+08
2.5,21,4.94946e+06
2.5,22,401678
2.5,23,2.10067e+06
2.5,24,1.31728e+07
2.5,25,7.92429e+06
2.5,26,4.79882e+07
2.5,27,1.89973e+07
2.5,28,1.02643e+06
2.5,29,2.53857e+06
2.6,0,8.93908e+07
2.6,1,2.35903e+07
2.6,2,1.86124e+07
2.6,3,2.09352e+07
2.6,4,2.91483e+06
2.6,5,3.69415e+06
2.6,6,1.12846e+07
2.6,7,487338
2.6,8,9.93821e+06
2.6,9,3.88061e+07
2.6,10,3.50671e+06
2.6,11,147276
2.6,12,4.5312e+07
2.6,13,1.8293e+06
2.6,14,1.3668e+06
2.6,15,1.91393e+06
2.6,16,192073
2.6,17,1.38388e+07
2.6,18,2.25037e+07
2.6,19,6.73911e+07
2.6,20,6.71404e+07
2.6,21,2.69336e+06
2.6,22,2.24087e+07
2.6,23,2.73615e+06
2.6,24,9.16954e+06
2.6,25,4.01648e+06
2.6,26,1.25763e+07
2.6,27,3.53833e+07
2.6,28,2.52149e+07
2.6,29,1.13001e+07
2.7,0,438246
2.7,1,1.8461e+07
2.7,2,5.62634e+07
2.7,3,7.02009e+07
2.7,4,6.62622e+06
2.7,5,773951
2.7,6,1.99735e+07
2.7,7,1.91804e+07
2.7,8,424868
2.7,9,3.93856e+06
2.7,10,7.00812e+06
2.7,11,1.71508e+06
2.7,12,256600
2.7,13,1.0883e+07
2.7,14,1.15819e+07
2.7,15,4.67272e+06
2.7,16,259997
2.7,17,3.23779e+07
2.7,18,3.43222e+06
2.7,19,1.45393e+07
2.7,20,547927
2.7,21,8.15739e+06
2.7,22,51634.4
2.7,23,1.81516e+06
2.7,24,204200
2.7,25,7.5716e+07
2.7,26,2.26138e+07
2.7,27,9.34494e+07
2.7,28,718246
2.7,29,148499
2.8,0,9.7254e+07
2.8,1,6.40588e+07
2.8,2,3.72403e+06
2.8,3,5.94761e+07
2.8,4,1.2507e+08
2.8,5,258644
2.8,6,1.92268e+07
2.8,7,7.17339e+06
2.8,8,2.3143e+06
2.8,9,627730
2.8,10,5.8674e+07
2.8,11,3.18311e+06
2.8,12,6.17179e+06
2.8,13,135261
2.8,14,4.16737e+06
2.8,15,3.45493e+07
2.8,16,1.16757e+07
2.8,17,1.57694e+08
2.8,18,4.3338e+07
2.8,19,1.86704e+07
2.8,20,9550.94
2.8,21,3.10621e+06
2.8,22,3.29868e+07
2.8,23,69298.2
2.8,24,1.27513e+06
2.8,25,3.8607e+07
2.8,26,5.03187e+06
2.8,27,4.14795e+07
2.8,28,2.56268e+06
2.8,29,98206.8
2.9,0,5.43716e+06
2.9,1,8.06801e+07
2.9,2,1.28055e+07
2.9,3,4.93056e+06
2.9,4,6.94064e+07
2.9,5,2.63064e+07
2.9,6,7.66412e+06
2.9,7,3.46597e+06
2.9,8,19507
2.9,9,307906
2.9,10,7.8198e+06
2.9,11,83877.9
2.9,12,5.4137e+06
2.9,13,383734
2.9,14,5.30557e+07
2.9,15,3.13169e+06
2.9,16,1.18697e+07
2.9,17,5.04441e+06
2.9,18,554434
2.9,19,5.58432e+07
2.9,20,4.65722e+07
2.9,21,4.43398e+06
2.9,22,4.47606e+06
2.9,23,336436
2.9,24,4.68825e+07
2.9,25,1.26643e+08
2.9,26,6.52288e+06
2.9,27,1.73965e+08
2.9,28,8.41431e+06
2.9,29,6.10192e+06
3,0,6.35057e+06
3,1,2.20671e+06
3,2,1.12143e+07
3,3,2.63447e+07
3,4,6.17762e+07
3,5,197757
3,6,6.30139e+07
3,7,5.25951e+07
3,8,1.91321e+06
3,9,4.75399e+06
3,10,959009
3,11,2.31555e+06
3,12,161166
3,13,9513.54
3,14,1.10829e+07
3,15,1.35733e+07
3,16,1.14271e+07
3,17,1.28547e+08
3,18,4.48946e+06
3,19,1.17414e+06
3,20,2.73528e+07
3,21,251164
3,22,4.25699e+06
3,23,2.85037e+07
3,24,3.10216e+06
3,25,1.51032e+08
3,26,1.05519e+08
3,27,5.5907e+07
3,28,359689
3,29,473743
3.1,0,4.76469e+07
3.1,1,3.82841e+07
3.1,2,4.52345e+07
3.1,3,1.47031e+07
3.1,4,2.2634e+06
3.1,5,2.81467e+07
3.1,6,421701
3.1,7,2.83035e+07
3.1,8,1.99527e+06
3.1,9,983407
3.1,10,4.70894e+06
3.1,11,3.80218e+07
3.1,12,24080.3
3.1,13,1.37816e+06
3.1,14,5.61671e+06
3.1,15,8.46315e+06
3.1,16,3.75502e+06
3.1,17,2.11632e+08
3.1,18,1.64855e+06
3.1,19,1.0657e+06
3.1,20,1.70854e+07
3.1,21,1.1548e+07
3.1,22,3.35379e+06
3.1,23,1.66118e+06
3.1,24,4.56745e+06
3.1,25,599814
3.1,26,90814.2
3.1,27,5.19891e+07
3.1,28,714430
3.1,29,1.64697e+06
3.2,0,2.39861e+07
3.2,1,4.16342e+07
3.2,2,4.98331e+07
3.2,3,1.43453e+07
3.2,4,1.25454e+08
3.2,5,1.85849e+06
3.2,6,3.01443e+06
3.2,7,9.30647e+06
3.2,8,5.70078e+06
3.2,9,924765
3.2,10,1.14608e+07
3.2,11,4.81176e+07
3.2,12,5.40573e+06
3.2,13,455656
3.2,14,2.48537e+07
3.2,15,2.92179e+07
3.2,16,3.11618e+06
3.2,17,3.6808e+07
3.2,18,3.21615e+06
3.2,19,480639
3.2,20,2.09722e+07
3.2,21,9.92282e+06
3.2,22,336242
3.2,23,398885
3.2,24,4.46086e+06
3.2,25,5.95586e+06
3.2,26,4.28307e+07
3.2,27,2.00274e+07
3.2,28,585329
3.2,29,4.08087e+07
3.3,0,5.19147e+07
3.3,1,1.0484e+08
3.3,2,3.27386e+07
3.3,3,3.79874e+07
3.3,4,2.32539e+06
3.3,5,1.39344e+07
3.3,6,3.06985e+07
3.3,7,1.26018e+07
3.3,8,1.23956e+06
3.3,9,7.2655e+07
3.3,10,2.57352e+06
3.3,11,1.90721e+06
3.3,12,1.77781e+06
3.3,13,9.67679e+06
3.3,14,1.62003e+07
3.3,15,6.38875e+06
3.3,16,4.41614e+07
3.3,17,9.63824e+07
3.3,18,3.07037e+07
3.3,19,3.4051e+06
3.3,20,3.51252e+06
3.3,21,866844
3.3,22,1.4189e+06
3.3,23,1.31825e+07
3.3,24,412689
3.3,25,531894
3.3,26,2.20539e+07
3.3,27,1.28038e+08
3.3,28,784952
3.3,29,6.54224e+06
3.4,0,1.14173e+07
3.4,1,9.50119e+06
3.4,2,4.34832e+07
3.4,3,1.21863e+07
3.4,4,2.03226e+06
3.4,5,2.30289e+06
3.4,6,7.65047e+06
3.4,7,391446
3.4,8,1.063e+06
3.4,9,3.93239e+07
3.4,10,5.60086e+06
3.4,11,2.53806e+07
3.4,12,878434
3.4,13,128918
3.4,14,4.20292e+07
3.4,15,3.79276e+06
3.4,16,4.65329e+07
3.4,17,1.3269e+08
3.4,18,2.83809e+07
3.4,19,369810
3.4,20,7.80421e+06
3.4,21,432668
3.4,22,2.60507e+07
3.4,23,2.09407e+07
3.4,24,2.07267e+07
3.4,25,775298
3.4,26,1.86503e+07
3.4,27,1.26174e+08
3.4,28,1.55286e+06
3.4,29,9.5142e+06
3.5,0,1.39364e+07
3.5,1,5.16079e+06
3.5,2,7.10721e+06
3.5,3,606596
3.5,4,5.28614e+07
3.5,5,4.09913e+06
3.5,6,2.57673e+07
3.5,7,1.47803e+07
3.5,8,1.79154e+06
3.5,9,2.7849e+06
3.5,10,1.86542e+07
3.5,11,2.91228e+07
3.5,12,7.59004e+07
3.5,13,3.00509e+06
3.5,14,2.71461e+06
3.5,15,1.53214e+07
3.5,16,1.37065e+06
3.5,17,1.67705e+08
3.5,18,370649
3.5,19,2.80331e+06
3.5,20,1.72199e+06
3.5,21,3.8459e+06
3.5,22,1.38503e+07
3.5,23,71968
3.5,24,8.37683e+06
3.5,25,1.47552e+08
3.5,26,6.97389e+06
3.5,27,1.28812e+08
3.5,28,3.39661e+06
3.5,29,528871
3.6,0,2.51058e+07
3.6,1,8.57731e+07
3.6,2,5.81313e+07
3.6,3,7.47606e+07
3.6,4,8.11771e+06
3.6,5,193806
3.6,6,8.80008e+07
3.6,7,2.25914e+07
3.6,8,377949
3.6,9,4.37275e+06
3.6,10,1.24784e+07
3.6,11,14016.4
3.6,12,4.37782e+07
3.6,13,2.86996e+07
3.6,14,1.2052e+08
3.6,15,5.087e+06
3.6,16,809623
3.6,17,4.29574e+07
3.6,18,265302
3.6,19,1.44345e+07
3.6,20,1.18259e+07
3.6,21,85824.3
3.6,22,4.94809e+06
3.6,23,1.21255e+06
3.6,24,551327
3.6,25,2.62587e+06
3.6,26,2.3021e+07
3.6,27,3.12478e+07
3.6,28,20446.5
3.6,29,1.01468e+07
3.7,0,1.73684e+07
