t,ue,rate_bps
3.7,1,1.00929e+06
3.7,2,1.13562e+08
3.7,3,1.84471e+07
3.7,4,3.84052e+07
3.7,5,3.40835e+06
3.7,6,6.92398e+07
3.7,7,3.94344e+06
3.7,8,3.34093e+06
3.7,9,8.13654e+06
3.7,10,6.17663e+06
3.7,11,6.61427e+06
3.7,12,5.7532e+06
3.7,13,3.40204e+06
3.7,14,5.02946e+07
3.7,15,5.21032e+07
3.7,16,291687
3.7,17,1.00728e+08
3.7,18,610891
3.7,19,4.26078e+06
3.7,20,8.52414e+07
3.7,21,155577
3.7,22,8.14031e+06
3.7,23,1.16195e+07
3.7,24,8.51842e+06
3.7,25,9.4995e+07
3.7,26,3.87425e+06
3.7,27,2.17005e+07
3.7,28,154123
3.7,29,7.36516e+06
3.8,0,5.21273e+07
3.8,1,6.63305e+07
3.8,2,1.24066e+08
3.8,3,7.70229e+07
3.8,4,6.21385e+06
3.8,5,745608
3.8,6,1.05139e+08
3.8,7,1.4165e+07
3.8,8,5.2977e+07
3.8,9,122130
3.8,10,437787
3.8,11,2.10052e+06
3.8,12,2052.77
3.8,13,35383.8
3.8,14,2.38033e+06
3.8,15,2.47435e+07
3.8,16,4.60287e+06
3.8,17,4.99967e+07
3.8,18,583714
3.8,19,2.10767e+07
3.8,20,926108
3.8,21,3.52263e+06
3.8,22,630888
3.8,23,2.50255e+06
3.8,24,7.31589e+06
3.8,25,2.22288e+07
3.8,26,9.70474e+06
3.8,27,8.87008e+07
3.8,28,3.64277e+06
3.8,29,2.69788e+07
3.9,0,2.94007e+07
3.9,1,2.01554e+08
3.9,2,4.24997e+06
3.9,3,9.51936e+07
3.9,4,7.15682e+07
3.9,5,1.77257e+07
3.9,6,7.60803e+07
3.9,7,523977
3.9,8,2.68861e+06
3.9,9,4.04226e+06
3.9,10,8.82579e+06
3.9,11,6.7083e+06
3.9,12,1.7903e+06
3.9,13,6.97832e+06
3.9,14,1.71543e+07
3.9,15,35889.7
3.9,16,733503
3.9,17,5.44155e+07
3.9,18,291079
3.9,19,3.3742e+07
3.9,20,5.46633e+06
3.9,21,1.66238e+06
3.9,22,516196
3.9,23,1.62116e+07
3.9,24,6.71052e+06
3.9,25,1.22174e+08
3.9,26,2.32859e+07
3.9,27,5.59105e+06
3.9,28,820505
3.9,29,2.72724e+07
4,0,5.36254e+06
4,1,5.10404e+06
4,2,1.36438e+07
4,3,1.05046e+08
4,4,5.72558e+07
4,5,28925.8
4,6,6.11231e+06
4,7,1.81302e+07
4,8,7.12805e+06
4,9,43342.4
4,10,1.8385e+07
4,11,2.0817e+06
4,12,1.01944e+07
4,13,81189.8
4,14,1.36628e+08
4,15,1.13813e+07
4,16,26414.3
4,17,8.44476e+07
4,18,139719
4,19,5.15412e+07
4,20,2.50826e+07
4,21,1.12331e+06
4,22,7.92202e+06
4,23,6.61942e+06
4,24,1.4081e+06
4,25,7.58987e+07
4,26,2.77463e+07
4,27,6.53681e+07
4,28,143751
4,29,6.17531e+06
4.1,0,5.8476e+07
4.1,1,1.3278e+07
4.1,2,9.79621e+07
4.1,3,1.0245e+08
4.1,4,4.16841e+06
4.1,5,428754
4.1,6,2.88261e+07
4.1,7,7.7275e+06
4.1,8,1.0158e+07
4.1,9,9.61896e+06
4.1,10,72410.9
4.1,11,1.23699e+06
4.1,12,622969
4.1,13,1.69843e+07
4.1,14,4.95727e+07
4.1,15,1.69156e+07
4.1,16,2.32374e+06
4.1,17,6.19629e+06
4.1,18,8.68193e+06
4.1,19,3.16716e+06
4.1,20,2.93266e+06
4.1,21,8.15438e+06
4.1,22,4.65402e+06
4.1,23,2.01871e+07
4.1,24,1.77356e+06
4.1,25,4.40925e+07
4.1,26,8.10966e+06
4.1,27,1.85851e+07
4.1,28,1.75291e+07
4.1,29,234124
4.2,0,4.52065e+07
4.2,1,6.34522e+07
4.2,2,7.23955e+07
4.2,3,9.41763e+07
4.2,4,6.81887e+06
4.2,5,1.94111e+07
4.2,6,6.11487e+06
4.2,7,9.34819e+07
4.2,8,1.13816e+07
4.2,9,1.03221e+06
4.2,10,9.11308e+06
4.2,11,4.2156e+06
4.2,12,8.79387e+06
4.2,13,1.71287e+07
4.2,14,1.42142e+06
4.2,15,6.96676e+06
4.2,16,507620
4.2,17,1.59755e+08
4.2,18,762264
4.2,19,4.45183e+06
4.2,20,5.52674e+07
4.2,21,995210
4.2,22,5.65843e+07
4.2,23,1.07354e+07
4.2,24,1.89778e+07
4.2,25,1.53415e+07
4.2,26,8.46145e+07
4.2,27,9.44777e+07
4.2,28,1.27905e+07
4.2,29,2.7823e+07
4.3,0,1.66375e+07
4.3,1,1.16962e+08
4.3,2,4.73016e+07
4.3,3,1.12263e+07
4.3,4,3.78786e+06
4.3,5,2.92008e+06
4.3,6,3.15272e+06
4.3,7,893741
4.3,8,705008
4.3,9,737902
4.3,10,234555
4.3,11,1.60353e+07
4.3,12,2.75403e+06
4.3,13,271589
4.3,14,364103
4.3,15,4.30631e+06
4.3,16,148866
4.3,17,9.8363e+07
4.3,18,2.34506e+07
4.3,19,1.2743e+07
4.3,20,4.69012e+06
4.3,21,8.04638e+06
4.3,22,7.01892e+06
4.3,23,270247
4.3,24,4.75353e+06
4.3,25,2.11763e+06
4.3,26,3.6297e+06
4.3,27,8.97728e+07
4.3,28,416861
4.3,29,255457
4.4,0,5.16424e+06
4.4,1,1.64925e+08
4.4,2,1.06854e+08
4.4,3,9.26015e+07
4.4,4,1.26941e+06
4.4,5,3.98283e+07
4.4,6,1.39484e+06
4.4,7,2.03735e+07
4.4,8,386433
4.4,9,1.83399e+07
4.4,10,2.19696e+06
4.4,11,2.32141e+06
4.4,12,1.18109e+06
4.4,13,1.21233e+08
4.4,14,2.54984e+06
4.4,15,2.58056e+07
4.4,16,2.50017e+06
4.4,17,4.67122e+07
4.4,18,21391.2
4.4,19,4.05336e+07
4.4,20,3.84373e+07
4.4,21,1.13528e+07
4.4,22,225999
4.4,23,7.28113e+06
4.4,24,2.95142e+07
4.4,25,6.10999e+07
4.4,26,1.14761e+07
4.4,27,6.3906e+06
4.4,28,6.24677e+06
4.4,29,2.12074e+07
4.5,0,1.97806e+07
4.5,1,9.66939e+07
4.5,2,2.52704e+07
4.5,3,9.44113e+07
4.5,4,3.98994e+07
4.5,5,4.29072e+06
4.5,6,2.50046e+07
4.5,7,719788
4.5,8,460595
4.5,9,4.23703e+06
4.5,10,7.53631e+06
4.5,11,2.24427e+07
4.5,12,135184
4.5,13,3.77614e+07
4.5,14,1.1844e+07
4.5,15,100634
4.5,16,143891
4.5,17,2.11679e+07
4.5,18,4.92164e+06
4.5,19,1.75883e+07
4.5,20,736892
4.5,21,612909
4.5,22,85726.3
4.5,23,6.10292e+07
4.5,24,599698
4.5,25,1.36215e+07
4.5,26,542586
4.5,27,1.84695e+06
4.5,28,31234.7
4.5,29,6.41844e+07
4.6,0,2.65626e+07
4.6,1,2.30921e+07
4.6,2,6.34946e+07
4.6,3,6.35133e+07
4.6,4,1.51351e+07
4.6,5,5.43331e+06
4.6,6,8.2788e+07
4.6,7,2.12958e+07
4.6,8,985360
4.6,9,3.06497e+07
4.6,10,6.21568e+06
4.6,11,3.23485e+06
4.6,12,124552
4.6,13,3.06076e+06
4.6,14,2.15148e+07
4.6,15,1.33433e+06
4.6,16,439674
4.6,17,1.20376e+08
4.6,18,466759
4.6,19,9.39742e+07
4.6,20,2.36147e+06
4.6,21,35722.8
4.6,22,1.47718e+07
4.6,23,889695
4.6,24,155663
4.6,25,4.36455e+07
4.6,26,4.77346e+06
4.6,27,8.246e+06
4.6,28,247303
4.6,29,1.51617e+07
4.7,0,4.26524e+07
4.7,1,8.62023e+07
4.7,2,2.8252e+07
4.7,3,4.43964e+07
4.7,4,2.37776e+07
4.7,5,1.18585e+06
4.7,6,4.50654e+06
4.7,7,289324
4.7,8,2.85674e+06
4.7,9,232108
4.7,10,7.4034e+06
4.7,11,63630.7
4.7,12,1.76068e+07
4.7,13,155711
4.7,14,9.60709e+06
4.7,15,2.90006e+07
4.7,16,2.66057e+07
4.7,17,8.95412e+07
4.7,18,4.82509e+06
4.7,19,4.23274e+06
4.7,20,2.11741e+06
4.7,21,19611.7
4.7,22,9.35452e+07
4.7,23,360043
4.7,24,671641
4.7,25,3.42419e+07
4.7,26,5.08603e+07
4.7,27,7.65489e+07
4.7,28,1.24471e+07
4.7,29,465545
4.8,0,6.36941e+06
4.8,1,5.27474e+07
4.8,2,2.85116e+07
4.8,3,2.79977e+06
4.8,4,1.33106e+07
4.8,5,735842
4.8,6,2.45768e+07
4.8,7,2.38522e+06
4.8,8,6.94082e+06
4.8,9,1.91995e+07
4.8,10,83778.9
4.8,11,1.05709e+08
4.8,12,162583
4.8,13,2.24593e+06
4.8,14,2.32495e+06
4.8,15,5.39503e+07
4.8,16,1.12786e+06
4.8,17,6.41929e+07
4.8,18,275699
4.8,19,9.4326e+07
4.8,20,2.20549e+06
4.8,21,341101
4.8,22,886438
4.8,23,4.36999e+06
4.8,24,84566.2
4.8,25,9.63506e+07
4.8,26,9.67893e+07
4.8,27,9.0704e+07
4.8,28,137639
4.8,29,3.95102e+07
4.9,0,1.1261e+08
4.9,1,4.55602e+07
4.9,2,4.78525e+07
4.9,3,1.05333e+08
4.9,4,1.54447e+07
4.9,5,539996
4.9,6,2.03978e+07
4.9,7,2.10265e+07
4.9,8,339619
4.9,9,1.33081e+06
4.9,10,1.66684e+06
4.9,11,146226
4.9,12,1.33436e+07
4.9,13,1.53962e+06
4.9,14,244842
4.9,15,6.37554e+07
4.9,16,3.38747e+06
4.9,17,5.37677e+07
4.9,18,1.82204e+06
4.9,19,2.55696e+07
4.9,20,1.48042e+07
4.9,21,5.26467e+06
4.9,22,1.26387e+06
4.9,23,185358
4.9,24,1.35504e+07
4.9,25,5.73353e+06
4.9,26,2.39923e+07
4.9,27,3.55973e+07
4.9,28,1.12128e+07
4.9,29,71504.2
5,0,3.50536e+07
5,1,8.62832e+07
5,2,3.99804e+07
5,3,2.44178e+06
5,4,488566
5,5,69615.1
5,6,8.77637e+07
5,7,8.43972e+06
5,8,4.16001e+06
5,9,5.00396e+06
5,10,498681
5,11,128888
5,12,259637
5,13,366356
5,14,6.42276e+07
5,15,4.83717e+06
5,16,5.7037e+06
5,17,1.03941e+08
5,18,1.66123e+06
5,19,6.87673e+07
5,20,475178
5,21,2.46858e+06
5,22,4.40953e+06
5,23,322821
5,24,1.77499e+06
5,25,1.03435e+07
5,26,6.17405e+07
5,27,4.6614e+06
5,28,6.19077e+06
5,29,3.28046e+07
5.1,0,8.63589e+07
5.1,1,4.08749e+07
5.1,2,3.56626e+07
5.1,3,5.62792e+07
5.1,4,1.78119e+07
5.1,5,2.16088e+07
5.1,6,2.48197e+06
5.1,7,988366
5.1,8,2.68963e+06
5.1,9,8.94055e+07
5.1,10,739674
5.1,11,4.98738e+06
5.1,12,2.86512e+07
5.1,13,386000
5.1,14,4.2579e+07
5.1,15,4.59369e+06
5.1,16,1.41146e+07
5.1,17,362316
5.1,18,2.11325e+06
5.1,19,1.7144e+07
5.1,20,4.66826e+07
5.1,21,5.11235e+06
5.1,22,161706
5.1,23,5.11424e+06
5.1,24,469975
5.1,25,3.65461e+07
5.1,26,113757
5.1,27,3.04047e+07
5.1,28,96625.4
5.1,29,5.59749e+07
5.2,0,1.91272e+07
5.2,1,1.23232e+07
5.2,2,5.55622e+07
5.2,3,4.68895e+06
5.2,4,1.05711e+07
5.2,5,1.43261e+06
5.2,6,7.36794e+06
5.2,7,3.22149e+07
5.2,8,4.23391e+06
5.2,9,1.54739e+07
5.2,10,3.21254e+06
5.2,11,958727
5.2,12,1.32331e+06
5.2,13,9.31921e+06
5.2,14,1.82217e+07
5.2,15,3.76657e+07
5.2,16,23091.1
5.2,17,1.8471e+08
5.2,18,23956.2
5.2,19,2.37981e+07
5.2,20,7.05515e+07
5.2,21,2.69818e+07
5.2,22,1.12873e+06
5.2,23,147088
5.2,24,2.09496e+07
5.2,25,5.78675e+06
5.2,26,2.37115e+07
5.2,27,1.85818e+08
5.2,28,9.76209e+06
5.2,29,7.20748e+06
5.3,0,1.28625e+07
5.3,1,180004
5.3,2,4.17913e+07
5.3,3,7.37258e+07
5.3,4,1.5031e+07
5.3,5,183739
5.3,6,2.69633e+07
5.3,7,17262.2
5.3,8,8.57651e+06
5.3,9,5.87564e+06
5.3,10,1.33737e+07
5.3,11,308827
5.3,12,9574.95
5.3,13,5.60921e+06
5.3,14,1.20436e+08
5.3,15,2.9787e+07
5.3,16,5.61129e+06
5.3,17,2.15129e+08
5.3,18,2.24074e+06
5.3,19,4.55142e+07
5.3,20,2.95213e+06
5.3,21,1.67847e+06
5.3,22,563279
5.3,23,1.58176e+07
5.3,24,1.23723e+07
5.3,25,7.70401e+06
5.3,26,3.84591e+07
5.3,27,1.57653e+08
5.3,28,1.11141e+06
5.3,29,2.14003e+07
5.4,0,9.67617e+07
5.4,1,1.51267e+07
5.4,2,5.02999e+06
5.4,3,402283
5.4,4,580601
5.4,5,1.53366e+07
5.4,6,2.6092e+07
5.4,7,3.29623e+06
5.4,8,558957
5.4,9,2.39057e+06
5.4,10,76139.2
5.4,11,8.03975e+06
5.4,12,443859
5.4,13,2.97134e+06
5.4,14,2.51679e+06
5.4,15,2.72712e+06
5.4,16,564133
5.4,17,2.94045e+06
5.4,18,1.16511e+06
5.4,19,2.41536e+07
5.4,20,6.43066e+07
5.4,21,1.71613e+06
5.4,22,5.89589e+07
5.4,23,259873
5.4,24,1.47483e+07
5.4,25,1.97405e+06
5.4,26,8.02251e+06
5.4,27,8.69421e+07
5.4,28,2.69035e+06
5.4,29,1.75301e+06
5.5,0,388868
5.5,1,5.89999e+07
5.5,2,1.68635e+07
5.5,3,1.96235e+07
5.5,4,5.20543e+07
5.5,5,2.3243e+06
5.5,6,1.19919e+07
5.5,7,1.30264e+06
5.5,8,4.10649e+06
5.5,9,1.44017e+07
5.5,10,196247
5.5,11,3.21562e+06
5.5,12,5030.14
5.5,13,3.64727e+07
5.5,14,3.94541e+06
5.5,15,1.19721e+07
5.5,16,771465
5.5,17,7.44609e+07
5.5,18,2.09666e+07
5.5,19,1.28894e+07
5.5,20,4.21256e+07
5.5,21,2.70923e+07
5.5,22,726349
5.5,23,7.35475e+06
5.5,24,2.38337e+06
5.5,25,749158
5.5,26,7.92691e+07
5.5,27,1.23828e+08
5.5,28,466412
5.5,29,5.17626e+07
5.6,0,8.53707e+07
5.6,1,1.59009e+07
5.6,2,4.3364e+07
5.6,3,2.92824e+07
5.6,4,2.17796e+06
5.6,5,1.72502e+07
5.6,6,8.43179e+07
5.6,7,7.80456e+06
5.6,8,1.25087e+06
5.6,9,3.79487e+07
5.6,10,645085
5.6,11,154114
5.6,12,1.66154e+06
5.6,13,341362
5.6,14,48539
5.6,15,4.37106e+07
5.6,16,251498
5.6,17,1.96362e+07
5.6,18,424386
5.6,19,1.93312e+07
5.6,20,1.63007e+07
5.6,21,623498
5.6,22,365454
5.6,23,6.16303e+06
5.6,24,2.5432e+07
5.6,25,6.40764e+07
5.6,26,9.37326e+07
5.6,27,1.67757e+08
5.6,28,13528.2
5.6,29,2.24442e+07
5.7,0,8.89582e+07
5.7,1,8.69408e+07
5.7,2,1.30068e+07
5.7,3,7.19484e+07
5.7,4,1.79268e+07
5.7,5,292096
5.7,6,2.23286e+07
5.7,7,57176.3
5.7,8,130277
5.7,9,1.18306e+08
5.7,10,1.0661e+07
5.7,11,2.55778e+07
5.7,12,144913
5.7,13,5.3161e+07
5.7,14,4.6527e+07
5.7,15,8.32811e+06
5.7,16,2.56747e+06
5.7,17,4.92373e+07
5.7,18,550795
5.7,19,2.17391e+07
5.7,20,15023.7
5.7,21,213941
5.7,22,1.02151e+07
5.7,23,2.06309e+06
5.7,24,2.67316e+06
5.7,25,6.29481e+07
5.7,26,1.35332e+08
5.7,27,1.34988e+07
5.7,28,5.27463e+07
5.7,29,7.95139e+06
5.8,0,8.80174e+06
5.8,1,5.70068e+07
5.8,2,1.58927e+07
5.8,3,2.97178e+07
5.8,4,5.61871e+07
5.8,5,9.97635e+06
5.8,6,485827
5.8,7,1.1001e+06
5.8,8,125021
5.8,9,954157
5.8,10,5.4346e+07
5.8,11,6.40455e+06
5.8,12,4.56867e+06
5.8,13,862791
5.8,14,1.50715e+07
5.8,15,3.12686e+07
5.8,16,1.86455e+07
5.8,17,5.46807e+07
5.8,18,2.87465e+06
5.8,19,2.74887e+07
5.8,20,6.63064e+07
5.8,21,1.08769e+06
5.8,22,340956
5.8,23,2.05181e+06
5.8,24,89411.7
5.8,25,1.08664e+08
5.8,26,2.72921e+07
5.8,27,9.71072e+06
5.8,28,403332
5.8,29,1.16466e+06
5.9,0,1.42457e+07
5.9,1,1.50015e+06
5.9,2,4.91682e+07
5.9,3,2.9217e+07
5.9,4,1.43851e+07
5.9,5,2.44051e+06
5.9,6,3.946e+06
5.9,7,2.48852e+06
5.9,8,2.64013e+06
5.9,9,9.55286e+06
5.9,10,525066
5.9,11,897451
5.9,12,1.37556e+07
5.9,13,604137
5.9,14,462877
5.9,15,6.60681e+07
5.9,16,243793
5.9,17,5.35091e+07
5.9,18,2.54857e+06
5.9,19,1.35018e+07
5.9,20,1.7693e+07
5.9,21,324041
5.9,22,1.5823e+07
5.9,23,6.29946e+06
5.9,24,3.88257e+06
5.9,25,3.30944e+06
5.9,26,1.54977e+07
5.9,27,4.56789e+07
5.9,28,2.29107e+06
5.9,29,1.96543e+06
6,0,7.89735e+07
6,1,7.30822e+07
6,2,7.61719e+06
6,3,1.50951e+07
6,4,2.28026e+06
6,5,1.02639e+07
6,6,1.36255e+07
6,7,6.82207e+06
6,8,2.77315e+06
6,9,1.35947e+07
6,10,2.53388e+07
6,11,411132
6,12,955185
6,13,3.83604e+06
6,14,920284
6,15,408909
6,16,1.52365e+07
6,17,1.37749e+07
6,18,1.71445e+06
6,19,2.7498e+07
6,20,36228.2
6,21,310611
6,22,44689
6,23,632086
6,24,5.73084e+06
6,25,2.48761e+07
6,26,2.27877e+07
6,27,1.07189e+08
6,28,1.06977e+07
6,29,1.35132e+08
6.1,0,1.05279e+07
6.1,1,2.47586e+07
6.1,2,1.24655e+08
6.1,3,8.35243e+06
6.1,4,2.98538e+07
6.1,5,3.40981e+06
6.1,6,1.96274e+07
6.1,7,4.84714e+06
6.1,8,2.21348e+06
6.1,9,105738
6.1,10,95087.2
6.1,11,6.08458e+06
6.1,12,1.40149e+06
6.1,13,3.89927e+06
6.1,14,5.27959e+06
6.1,15,460525
6.1,16,745724
6.1,17,5.42099e+07
6.1,18,2.22756e+06
6.1,19,1.66098e+07
6.1,20,2.26133e+07
6.1,21,3.28025e+06
6.1,22,228072
6.1,23,389716
6.1,24,1.11834e+07
6.1,25,1.44804e+07
6.1,26,1.72121e+07
6.1,27,9.05815e+07
6.1,28,897392
6.1,29,5.36078e+07
6.2,0,4.92819e+07
6.2,1,1.31418e+07
6.2,2,1.3982e+08
6.2,3,4.4569e+07
6.2,4,7.09942e+07
6.2,5,106342
6.2,6,5.19127e+06
6.2,7,2.80062e+06
6.2,8,226998
6.2,9,666979
6.2,10,3.36944e+07
6.2,11,4.50737e+06
6.2,12,99762.9
6.2,13,814324
6.2,14,2.7739e+07
6.2,15,9.98627e+06
6.2,16,1237.93
6.2,17,1.00102e+08
6.2,18,1.01525e+07
6.2,19,5.11315e+07
6.2,20,3.8977e+07
6.2,21,405079
6.2,22,3.90158e+06
6.2,23,2.10963e+07
6.2,24,1.69838e+06
6.2,25,1.0147e+08
6.2,26,1.01804e+08
6.2,27,6.00413e+07
6.2,28,98274
6.2,29,6.85555e+06
6.3,0,6.04412e+07
6.3,1,1.17562e+07
6.3,2,4.20727e+07
6.3,3,1.77675e+07
6.3,4,4.33327e+06
6.3,5,61276.2
6.3,6,8.41287e+07
6.3,7,7.5688e+06
6.3,8,1.47867e+06
6.3,9,6.99074e+06
6.3,10,1.00006e+06
6.3,11,2.89578e+06
6.3,12,9.73409e+06
6.3,13,2.15639e+06
6.3,14,9.47691e+07
6.3,15,1.25891e+07
6.3,16,352.614
6.3,17,2.62739e+07
6.3,18,2.44668e+06
6.3,19,849943
6.3,20,133893
6.3,21,1.8369e+07
6.3,22,8.56762e+06
6.3,23,2.91609e+06
6.3,24,9.67727e+06
6.3,25,7.29315e+07
6.3,26,2.56911e+07
6.3,27,6.97516e+07
6.3,28,164472
6.3,29,3.86727e+07
6.4,0,6.70172e+06
6.4,1,9.76163e+07
6.4,2,4.94806e+07
6.4,3,4.28013e+07
6.4,4,426067
6.4,5,1.17194e+07
6.4,6,3.94733e+07
6.4,7,1.82744e+07
6.4,8,1.95436e+06
6.4,9,334005
6.4,10,335289
6.4,11,2.21485e+06
6.4,12,925277
6.4,13,146268
6.4,14,2.15961e+07
6.4,15,2.97544e+07
6.4,16,295398
6.4,17,4.7119e+07
6.4,18,4.29814e+06
6.4,19,1.02665e+07
6.4,20,1.56227e+07
6.4,21,734704
6.4,22,2.68577e+06
6.4,23,174996
6.4,24,4.03665e+06
6.4,25,1.73823e+07
6.4,26,3.84414e+06
6.4,27,2.79136e+07
6.4,28,3.9791e+06
6.4,29,3.73576e+06
6.5,0,1.06483e+06
6.5,1,4.67894e+07
6.5,2,7.55547e+07
6.5,3,7.56092e+07
6.5,4,4.47746e+07
6.5,5,1.32308e+06
6.5,6,3.5133e+06
6.5,7,9.26884e+06
6.5,8,2.86391e+06
6.5,9,2.66852e+06
6.5,10,1.1598e+07
6.5,11,870117
6.5,12,4.00139e+06
6.5,13,230931
6.5,14,1.63949e+07
6.5,15,4.64686e+06
6.5,16,2.84998e+06
6.5,17,1.56901e+08
6.5,18,80304.7
6.5,19,8.82495e+07
6.5,20,6.71256e+07
6.5,21,305814
6.5,22,144504
6.5,23,758065
6.5,24,1.11771e+07
6.5,25,5.49397e+07
6.5,26,6.0281e+07
6.5,27,1.84149e+07
6.5,28,409409
6.5,29,1.13659e+06
6.6,0,551180
6.6,1,8.0675e+06
6.6,2,1.1107e+08
6.6,3,1.3293e+07
6.6,4,167254
6.6,5,2.78902e+06
6.6,6,8.30104e+07
6.6,7,5.08261e+06
6.6,8,3.03511e+06
6.6,9,3.40825e+06
6.6,10,1.45242e+07
6.6,11,7.06681e+07
6.6,12,1.03153e+06
6.6,13,7.14176e+06
6.6,14,1.32982e+07
6.6,15,2.11603e+07
6.6,16,3.82624e+06
6.6,17,1.81351e+08
6.6,18,188148
6.6,19,5.16654e+06
6.6,20,1.0613e+08
6.6,21,597824
6.6,22,1.33681e+06
6.6,23,7597.32
6.6,24,2.21409e+06
6.6,25,1.37474e+07
6.6,26,9.9667e+06
6.6,27,1.33576e+08
6.6,28,4.74176e+07
6.6,29,5.99586e+06
6.7,0,7.26079e+06
6.7,1,140937
6.7,2,5.8747e+07
6.7,3,2.88376e+06
6.7,4,563464
6.7,5,1.43586e+07
6.7,6,7.15615e+07
6.7,7,2.5515e+06
6.7,8,5.33179e+07
6.7,9,2.54031e+06
6.7,10,635034
6.7,11,2.25763e+06
6.7,12,2.24587e+06
6.7,13,3.2707e+06
6.7,14,7.92536e+06
6.7,15,9.93949e+06
6.7,16,2.46008e+06
6.7,17,1.67793e+07
6.7,18,2.97578e+06
6.7,19,8.35202e+06
6.7,20,545472
6.7,21,769411
6.7,22,8.10692e+07
6.7,23,1.79033e+06
6.7,24,1.06172e+08
6.7,25,8.00819e+07
6.7,26,1.04716e+07
6.7,27,6.4458e+07
6.7,28,9.5879e+06
6.7,29,3.83994e+07
6.8,0,2.55223e+07
6.8,1,1.37522e+07
6.8,2,2.74761e+06
6.8,3,5.92834e+07
6.8,4,1.56444e+07
6.8,5,1.25326e+06
6.8,6,5.29775e+07
6.8,7,2.85775e+07
6.8,8,3.51236e+06
6.8,9,2.42666e+07
6.8,10,125171
6.8,11,8.64894e+06
6.8,12,782132
6.8,13,2.58116e+07
6.8,14,7.95888e+07
6.8,15,2.70154e+06
6.8,16,18551.9
6.8,17,5.26843e+07
6.8,18,640311
6.8,19,1.1234e+06
6.8,20,291491
6.8,21,1.27055e+06
6.8,22,81671.6
6.8,23,1.55332e+06
6.8,24,3.32858e+07
6.8,25,4.89603e+07
6.8,26,2.52764e+07
6.8,27,1.66607e+07
6.8,28,63312
6.8,29,3.84893e+06
6.9,0,1.71006e+08
6.9,1,5.48253e+07
6.9,2,6.69705e+06
6.9,3,3.31279e+07
6.9,4,1.05316e+07
6.9,5,55136.2
6.9,6,176943
6.9,7,2.75897e+06
6.9,8,91660
6.9,9,680473
6.9,10,7.45645e+06
6.9,11,4.52099e+06
6.9,12,4.86554e+06
6.9,13,15411.9
6.9,14,9.27171e+07
6.9,15,3.68975e+07
6.9,16,426856
6.9,17,1.06872e+08
6.9,18,3.30246e+06
6.9,19,5.72444e+07
6.9,20,9.64069e+07
6.9,21,336322
6.9,22,1.05724e+06
6.9,23,81883.3
6.9,24,5.7559e+06
6.9,25,7.69294e+07
6.9,26,148617
6.9,27,8.83195e+07
6.9,28,1.05174e+08
6.9,29,52499.9
7,0,3.12182e+06
7,1,461724
7,2,4.93077e+07
7,3,1.72623e+07
7,4,1.12336e+07
7,5,3.01851e+06
7,6,2.32216e+07
7,7,297612
7,8,2.49652e+06
7,9,1.3963e+07
7,10,2.79971e+06
7,11,2.01853e+07
7,12,1.23062e+06
7,13,183168
7,14,6.04857e+07
7,15,9.33702e+07
7,16,218491
7,17,4.09592e+07
7,18,7.67187e+06
7,19,1.4396e+07
7,20,2.63861e+06
7,21,1.0628e+06
7,22,6.05603e+06
7,23,589864
7,24,3.8483e+06
7,25,6.58518e+06
7,26,3.82526e+06
7,27,1.22306e+07
7,28,6.51957e+06
7,29,2.27989e+06
7.1,0,5.4687e+07
7.1,1,7.78929e+07
7.1,2,4.35034e+07
7.1,3,1.26637e+08
7.1,4,8.2964e+07
7.1,5,42641.5
7.1,6,9.83885e+07
7.1,7,319647
7.1,8,723991
7.1,9,4.83616e+07
7.1,10,221447
7.1,11,8.54991e+06
7.1,12,589444
7.1,13,130642
7.1,14,1.91996e+06
7.1,15,2.12093e+07
7.1,16,9.96741e+06
7.1,17,9.42831e+07
7.1,18,4.10304e+06
7.1,19,5.40965e+06
7.1,20,3.59208e+06
7.1,21,816580
7.1,22,8.98281e+06
7.1,23,625330
7.1,24,4.27202e+06
7.1,25,1.10607e+06
7.1,26,8.12094e+07
7.1,27,1.46255e+08
7.1,28,3.67158e+06
7.1,29,2.838e+06
7.2,0,4.00952e+07
7.2,1,1.62284e+07
7.2,2,1.69482e+07
7.2,3,8.31834e+07
7.2,4,3.80361e+07
7.2,5,4.50699e+07
7.2,6,6.08753e+07
7.2,7,7.89408e+06
7.2,8,270774
7.2,9,2.65959e+06
7.2,10,8.48013e+07
7.2,11,8.19985e+06
7.2,12,53843.9
7.2,13,1.03842e+06
7.2,14,1.51105e+07
7.2,15,2.27809e+07
7.2,16,1.13338e+07
7.2,17,1.64668e+08
7.2,18,938273
7.2,19,4.23845e+06
7.2,20,2.60144e+07
7.2,21,1.21703e+06
7.2,22,251807
7.2,23,266373
7.2,24,2.09568e+06
7.2,25,1.29399e+07
7.2,26,1.64157e+07
7.2,27,9.3773e+06
7.2,28,684593
7.2,29,2.01812e+07
7.3,0,9.34011e+07
7.3,1,1.42944e+06
7.3,2,5.17869e+07
7.3,3,5.08951e+07
7.3,4,3.69009e+07
7.3,5,9.50634e+06
7.3,6,2.09058e+07
7.3,7,2.3872e+07
7.3,8,6.41533e+06
7.3,9,1.92195e+07
7.3,10,220859
7.3,11,3.73382e+06
7.3,12,7.6856e+06
7.3,13,6.55201e+06
7.3,14,1.44705e+07
7.3,15,1.89683e+07
7.3,16,2.33984e+07
7.3,17,1.04382e+07
