round,comm_bytes_mean,comm_bytes_std,comm_bytes_count,energy_j_mean,energy_j_std,energy_j_count,avg_latency_ms_mean,avg_latency_ms_std,avg_latency_ms_count,variant
44,33708986299.333332,8091754126.350055,3,98.84533333333336,17.628384535553227,3,666.0976131272402,3.819978257719853,3,baseline
45,31576604317.666668,2136728476.2495036,3,91.29833333333329,6.44829437396693,3,667.0607701243201,4.039378245637124,3,baseline
46,37259620004.333336,3044492646.406314,3,107.17700000000002,12.90771470865387,3,666.7497699735451,1.9489952068207528,3,baseline
47,33991530302.0,705075836.8350412,3,95.05533333333331,4.444778097198281,3,666.0952070881226,3.059023319112595,3,baseline
48,41613404939.666664,3632822860.7888927,3,111.03766666666668,12.765315598657715,3,662.1169341360984,6.890428739647501,3,baseline
49,33966756721.333332,706249654.3811753,3,93.36599999999999,1.5482625746300749,3,664.6247059188375,2.62283049973408,3,baseline
50,5679247286.333333,230982506.25879005,3,11.588999999999999,1.65403264780354,3,679.4179148148147,5.581503028316159,3,baseline
0,165866666.66666666,27062397.0359858,3,48.4981,11.412050340070364,3,668.6901041131454,2.4666570604370293,3,sfea
1,339466666.6666667,50813121.66491382,3,73.59480333333333,4.014256117144669,3,665.2966344038819,3.7641209195564582,3,sfea
2,438400000.0,27515813.635071743,3,65.89134333333334,7.765919198538773,3,667.2734852453582,5.641447458032361,3,sfea
3,574400000.0,58547758.28330236,3,65.62496333333333,4.451512647284454,3,665.0372509191999,0.7320510865651861,3,sfea
4,782400000.0,115208333.03194696,3,72.74384666666667,10.882057525956816,3,668.5076900397667,1.7145594131430215,3,sfea
5,1052800000.0,86010231.94946052,3,77.19058333333335,4.697323827822962,3,667.6724346616402,2.81681787571745,3,sfea
6,1063733333.3333334,96190921.26252526,3,68.20343333333332,5.34676276763179,3,667.479016316524,2.613442127555666,3,sfea
7,1209866666.6666667,48387326.16433085,3,68.31666666666666,3.3556165310317163,3,669.9095784432847,3.9453190018628996,3,sfea
8,1446666666.6666667,253606729.66885817,3,73.22250000000001,10.050715082520219,3,665.2275367009479,6.262006449992747,3,sfea
9,1479733333.3333333,118414413.53709157,3,67.84296666666667,3.3519154111244167,3,665.0062380688606,11.002509607392941,3,sfea
10,1680800000.0,120701946.96027069,3,68.6157,5.534563416386156,3,668.1881210846019,3.081679892142558,3,sfea
11,1722133333.3333333,105242830.31795242,3,64.30890000000001,6.043691422466895,3,666.8508406175605,1.5478247087465575,3,sfea
12,1847733333.3333333,342949403.4596552,3,65.24846666666666,11.332069965074032,3,665.3861816956882,4.742349591400304,3,sfea
13,2091200000.0,58410957.87606979,3,68.0937,2.2529437565105663,3,662.6497044773488,3.4291472143810626,3,sfea
14,2181333333.3333335,240858907.5233327,3,65.85343333333334,6.65110303433451,3,667.7955547486778,7.973022851622097,3,sfea
15,2334133333.3333335,86837165.62240694,3,67.54456666666668,2.025056316089338,3,665.1362895317876,0.15801708347785748,3,sfea
16,2446133333.3333335,233293406.1077024,3,66.72306666666667,4.658179044791331,3,664.2626179374719,2.9266906129657513,3,sfea
17,3097866666.6666665,605698979.1417296,3,80.10699999999997,15.096769413023432,3,665.715178947266,8.675475234099231,3,sfea
18,2629600000.0,362553609.82894653,3,63.45770000000001,10.155870421091432,3,667.0224284962836,6.127283087624469,3,sfea
19,2970400000.0,751776562.5503365,3,68.96756666666666,16.67880451631153,3,667.6974426030491,1.007416868198907,3,sfea
20,2865866666.6666665,393462035.4409474,3,60.80646666666667,9.235706033830512,3,665.5850723590892,3.8390006447499263,3,sfea
21,3089866666.6666665,328083241.4698034,3,64.58966666666666,6.267180136499484,3,666.2573180878262,4.26485495777976,3,sfea
22,3485333333.3333335,141855889.314943,3,68.98550000000002,4.9178165592059235,3,668.44666369432,1.8206395508115936,3,sfea
23,3121333333.3333335,167393827.0466786,3,62.092366666666656,2.4006689741264324,3,667.2782351636018,7.814858012114498,3,sfea
24,3978933333.3333335,668747525.852121,3,74.6517,15.38790165162225,3,667.6569651064437,7.059167264871383,3,sfea
25,3767200000.0,433004018.4571039,3,66.26356666666666,7.4819398462787206,3,664.067241671591,1.8956113872221088,3,sfea
26,3654666666.6666665,456913004.1193109,3,62.34229999999999,7.682804457357983,3,665.1867569444445,2.3017283639727752,3,sfea
27,4253600000.0,234404095.52736062,3,71.73736666666667,3.0697474396655537,3,665.9307265183616,6.49617772892199,3,sfea
28,4590933333.333333,1051431430.6379344,3,72.21256666666666,16.630540687943157,3,662.8079927451336,2.975128310009898,3,sfea
29,4033866666.6666665,468003646.7094389,3,62.589733333333335,8.30377568358716,3,668.3223356194936,2.4996256245692643,3,sfea
30,4488800000.0,580536028.1670725,3,66.52679999999998,8.138768701099696,3,667.2295636752137,5.443330787148234,3,sfea
31,4134933333.3333335,270566023.98182464,3,62.01896666666668,6.296760599175812,3,670.660746536712,1.9533304745708098,3,sfea
32,4434133333.333333,359119218.8303674,3,61.36879999999999,6.422421428869336,3,667.7698511318171,2.7259024809268637,3,sfea
33,5201066666.666667,697747843.6608267,3,72.32430000000001,7.256096798554967,3,664.2029873440287,2.695380886936734,3,sfea
34,5367466666.666667,622300420.483012,3,71.52753333333334,8.414357304829307,3,663.3394760639394,3.0579096395774528,3,sfea
35,5637333333.333333,783836853.7733686,3,73.0612,10.786814252595617,3,667.0148078154426,6.173551062085152,3,sfea
36,5154133333.333333,333681844.476641,3,65.00766666666665,3.38424944904083,3,666.6956076348279,1.0378459676619423,3,sfea
37,4181600000.0,453325490.12823004,3,50.05553333333338,4.2110032359680645,3,666.5944055567339,4.681744439441182,3,sfea
38,5986400000.0,517522096.1466283,3,72.55966666666664,6.36297763105718,3,671.0021442028986,5.922143722634393,3,sfea
39,5772000000.0,690616883.662715,3,68.06566666666664,9.70051876619666,3,670.3839485986484,8.495790031084754,3,sfea
40,5623466666.666667,141603013.1506153,3,63.494000000000064,0.7025830911714107,3,665.8149163569843,2.6967945135455538,3,sfea
41,5865333333.333333,469523900.7051007,3,66.6313333333333,6.253121247291921,3,659.0477659090909,3.3273410592577415,3,sfea
42,7014400000.0,578330839.5719529,3,76.78466666666667,7.531364971459876,3,663.0087105263157,6.704548781307544,3,sfea
43,6626933333.333333,992106230.8711367,3,69.33933333333333,9.946388808674902,3,663.7302969916557,5.952307955296316,3,sfea
44,6549066666.666667,1338042590.2538877,3,67.95433333333334,11.98822740580661,3,666.0976131272402,3.819978257719853,3,sfea
45,6154400000.0,395840776.0703791,3,62.799333333333344,4.3809716197817385,3,667.0607701243201,4.039378245637124,3,sfea
46,7285866666.666667,668716422.2099928,3,73.72466666666658,8.931952828655819,3,666.7497699735451,1.9489952068207528,3,sfea
47,6638133333.333333,362682744.74164504,3,65.35966666666673,3.0916284274364627,3,666.0952070881226,3.059023319112595,3,sfea
48,8165600000.0,949601010.9514416,3,76.2216666666667,8.67725684380344,3,662.1169341360984,6.890428739647501,3,sfea
49,6641866666.666667,187651307.83805737,3,64.18166666666663,1.0383430711153931,3,664.6247059188375,2.62283049973408,3,sfea
50,1113333333.3333333,48769389.306544855,3,8.005000000000004,1.142047284485216,3,679.4179148148147,5.581503028316159,3,sfea
