round,comm_bytes,avg_latency_ms,energy_j
0,186400000,671.5186933333334,53.62024000000001
1,376800000,660.9553235294117,76.17649000000002
2,408800000,661.7203846153848,58.34904000000002
3,630400000,664.7318412698412,69.66269
4,780800000,667.3523934426231,69.97861000000002
5,1144800000,670.5594931506848,81.66254
6,980000000,667.9602264150942,62.24049999999997
7,1227200000,672.3306307692311,71.5187
8,1312000000,668.2153333333334,67.81920000000001
9,1343200000,675.9266909090908,63.973299999999995
10,1730400000,664.747078125,72.0412
11,1800000000,665.0638333333335,66.33279999999999
12,1484800000,661.1544791666666,53.74720000000001
13,2039200000,659.8500327868853,69.32050000000001
14,1929600000,665.127886792453,59.565299999999986
15,2422400000,665.1706666666666,69.8829
16,2355200000,667.5531403508772,65.42780000000002
17,2526400000,656.5529661016949,64.60089999999997
18,3028800000,660.2039545454544,74.8836
19,3414400000,668.6720857142858,80.4343
20,2439200000,661.3798723404255,50.304200000000016
21,2981600000,668.8565454545457,62.220299999999966
22,3634400000,668.6395454545456,74.64360000000002
23,3061600000,661.6241481481482,64.00819999999997
24,3622400000,667.1318524590163,66.56550000000003
25,4257600000,665.2980149253732,74.21919999999999
26,3337600000,662.5383137254904,59.54839999999999
27,4378400000,658.8692968749999,73.65120000000003
28,5111200000,662.893698630137,77.3871
29,3564800000,666.1161836734695,55.23010000000001
30,3894400000,673.5025576923076,59.190400000000025
31,4088800000,672.903425925926,62.47339999999997
32,4847200000,670.1709672131147,68.0727
33,5320800000,667.2975454545458,75.55979999999997
34,6060000000,663.5255555555555,80.97500000000007
35,6542400000,673.444,85.31599999999999
36,5145600000,665.637754385965,63.10599999999998
37,3709600000,663.7755853658538,46.07000000000005
38,5611200000,668.0723666666669,68.88799999999995
39,6529600000,676.1970294117647,77.68399999999997
40,5482400000,668.1107142857143,63.27500000000008
41,6405600000,656.787125,73.50599999999999
42,6744000000,657.4590153846153,70.24299999999998
43,7029600000,663.3390757575756,72.95899999999997
44,5131200000,669.9087708333335,55.58000000000004
45,6592800000,666.4690166666664,67.60299999999995
46,6836800000,666.9653000000001,66.566
47,6708000000,664.1296379310345,66.30400000000003
48,8167200000,669.1933823529411,76.97800000000001
49,6832000000,662.6784561403508,64.06599999999995
50,1083200000,682.6184444444444,9.14100000000002
