time_s,ue_id,cpu_j,radio_j,total_j
19.4464,11,13.8572,1.792,15.6492
19.5138,20,9.98754,1.28,11.2675
19.5501,13,11.6445,1.536,13.1805
19.7111,10,16.7916,2.176,18.9676
19.7212,18,9.04835,1.152,10.2003
19.859,8,10.8344,1.408,12.2424
19.9773,10,16.7916,2.176,18.9676
20.004,13,12.7364,1.664,14.4004
20.2068,10,16.7916,2.176,18.9676
20.2081,16,10.094,1.28,11.374
20.4435,8,12.7793,1.664,14.4433
20.6083,13,12.7364,1.664,14.4004
20.6427,8,13.7164,1.792,15.5084
20.7324,9,10.7219,1.408,12.1299
20.8791,10,17.7847,2.304,20.0887
20.9468,9,11.7979,1.536,13.3339
20.9971,6,15.0025,1.92,16.9225
21.0031,24,11.802,1.536,13.338
21.0146,8,13.7164,1.792,15.5084
21.0415,9,11.7979,1.536,13.3339
21.0496,19,8.99481,1.152,10.1468
21.1669,16,11.0157,1.408,12.4237
21.1708,5,12.4241,1.536,13.9601
21.2103,19,8.99481,1.152,10.1468
21.2177,8,14.7874,1.92,16.7074
21.4617,9,11.7979,1.536,13.3339
21.4901,6,15.0025,1.92,16.9225
21.5149,21,6.84635,0.896,7.74235
21.7862,8,14.7874,1.92,16.7074
21.8222,17,10.1049,1.28,11.3849
21.9985,15,12.2738,1.536,13.8098
22.0995,23,8.03618,1.024,9.06018
22.1478,16,13.0459,1.664,14.7099
22.2048,9,12.7325,1.664,14.3965
22.2995,24,13.7155,1.792,15.5075
22.3503,24,13.7155,1.792,15.5075
22.3585,16,13.0459,1.664,14.7099
22.4616,19,11.1471,1.408,12.5551
22.8723,20,12.8512,1.664,14.5152
23.0677,19,11.1471,1.408,12.5551
23.0864,18,10.0479,1.28,11.3279
23.2349,20,12.8512,1.664,14.5152
23.3616,6,16.0665,2.048,18.1145
23.4424,20,12.8512,1.664,14.5152
23.4953,8,15.8787,2.048,17.9267
23.6534,5,14.4403,1.792,16.2323
23.8078,11,14.7812,1.92,16.7012
23.8478,5,14.4403,1.792,16.2323
23.9039,13,13.7144,1.792,15.5064
23.9414,14,15.7953,2.048,17.8433
24.1297,10,18.7517,2.432,21.1837
24.5241,12,8.8302,1.152,9.9822
24.5833,20,13.8086,1.792,15.6006
24.6436,14,16.7479,2.176,18.9239
24.6947,8,16.9249,2.176,19.1009
24.7458,5,17.5079,2.176,19.6839
24.7753,19,12.0894,1.536,13.6254
24.7958,16,14.0426,1.792,15.8346
24.9688,5,17.5079,2.176,19.6839
24.9839,10,19.6538,2.56,22.2138
25.0725,5,17.5079,2.176,19.6839
25.2123,11,15.7425,2.048,17.7905
25.2861,7,22.0295,2.816,24.8455
25.3298,17,11.0111,1.408,12.4191
25.5594,21,7.78162,1.024,8.80562
25.7596,12,11.7278,1.536,13.2638
25.7727,7,22.0295,2.816,24.8455
25.8224,13,14.694,1.92,16.614
25.8848,12,11.7278,1.536,13.2638
25.9121,5,18.5489,2.304,20.8529
25.9574,12,11.7278,1.536,13.2638
25.959,24,15.8231,2.048,17.8711
26.153,10,20.7135,2.688,23.4015
26.2705,22,11.3694,1.408,12.7774
26.3753,17,12.0278,1.536,13.5638
26.5743,7,23.0397,2.944,25.9837
26.6482,24,15.8231,2.048,17.8711
27.0643,15,13.3212,1.664,14.9852
27.2192,6,17.0636,2.176,19.2396
27.342,18,12.1571,1.536,13.6931
27.3865,22,13.3766,1.664,15.0406
27.4512,11,17.7042,2.304,20.0082
27.5806,22,13.3766,1.664,15.0406
27.6623,7,25.0438,3.2,28.2438
27.6641,18,12.1571,1.536,13.6931
27.7536,7,25.0438,3.2,28.2438
27.7653,24,16.9071,2.176,19.0831
27.8577,15,14.3677,1.792,16.1597
27.9442,11,17.7042,2.304,20.0082
28.0034,16,15.9253,2.048,17.9733
28.0219,23,9.06709,1.152,10.2191
28.0435,9,13.7113,1.792,15.5033
28.0596,8,17.9534,2.304,20.2574
28.1575,21,8.70726,1.152,9.85926
28.3413,6,18.1142,2.304,20.4182
28.3424,10,21.7237,2.816,24.5397
28.5688,16,15.9253,2.048,17.9733
28.6097,7,26.1292,3.328,29.4572
28.6572,12,12.7374,1.664,14.4014
28.8325,15,16.4534,2.048,18.5014
28.8741,22,14.4301,1.792,16.2221
28.9564,9,15.8296,2.048,17.8776
28.9567,11,18.6233,2.432,21.0553
28.9709,15,16.4534,2.048,18.5014
29.0615,9,15.8296,2.048,17.8776
29.1091,17,12.9569,1.664,14.6209
29.3304,5,19.4885,2.432,21.9205
29.5338,18,13.0625,1.664,14.7265
29.6617,24,17.8972,2.304,20.2012
29.8591,11,19.6151,2.56,22.1751
29.9795,15,18.4598,2.304,20.7638
30.2322,9,16.9206,2.176,19.0966
30.4539,5,22.5456,2.816,25.3616
30.5528,15,18.4598,2.304,20.7638
30.6456,21,9.767,1.28,11.047
30.6506,20,14.8947,1.92,16.8147
30.7966,5,22.5456,2.816,25.3616
30.8279,5,22.5456,2.816,25.3616
31.5303,17,16.1945,2.048,18.2425
31.5327,6,19.1019,2.432,21.5339
31.7031,14,17.7973,2.304,20.1013
31.7382,15,19.3875,2.432,21.8195
31.7502,18,15.0805,1.92,17.0005
31.8347,11,22.6073,2.944,25.5513
31.9713,13,15.755,2.048,17.803
32.1175,17,16.1945,2.048,18.2425
32.1245,11,22.6073,2.944,25.5513
32.1304,18,16.0615,2.048,18.1095
32.1375,11,22.6073,2.944,25.5513
32.1436,5,23.6422,2.944,26.5862
32.1447,22,16.4035,2.048,18.4515
32.2103,17,16.1945,2.048,18.2425
32.2556,6,20.1043,2.56,22.6643
32.2904,21,10.8429,1.408,12.2509
32.3005,22,16.4035,2.048,18.4515
32.6417,15,20.4045,2.56,22.9645
32.6671,16,16.9511,2.176,19.1271
32.6682,18,17.0688,2.176,19.2448
32.8137,10,23.686,3.072,26.758
33.0036,8,19.8376,2.56,22.3976
33.1211,10,23.686,3.072,26.758
33.1456,7,27.0869,3.456,30.5429
33.1602,14,19.8798,2.56,22.4398
33.2497,6,22.1428,2.816,24.9588
33.2777,18,18.041,2.304,20.345
33.367,13,17.92,2.304,20.224
33.4591,14,20.9339,2.688,23.6219
33.5589,8,19.8376,2.56,22.3976
33.5794,13,18.9484,2.432,21.3804
33.6549,6,22.1428,2.816,24.9588
33.9025,7,28.0706,3.584,31.6546
33.9169,18,19.0341,2.432,21.4661
34.0126,20,15.8164,2.048,17.8644
34.0673,14,20.9339,2.688,23.6219
34.1121,13,18.9484,2.432,21.3804
34.1433,12,14.7415,1.92,16.6615
34.1835,18,19.0341,2.432,21.4661
34.2583,10,24.7009,3.2,27.9009
34.5375,9,17.9044,2.304,20.2084
