time_s,ue_id,tx_bytes,rx_bytes
10.1976,24,38868683,0
11.1061,8,78011809,0
11.1353,12,51382121,0
11.1671,7,79570431,0
11.1694,10,44298815,0
11.1799,18,51056320,0
11.1905,17,84810253,0
11.1953,22,67373761,0
11.2059,17,84810253,0
11.2135,13,58821811,0
11.2142,17,84810253,0
11.3699,18,51056320,0
11.5766,22,67373761,0
11.7265,24,42868683,0
11.8342,15,53293287,0
12.1222,9,37973378,0
12.1669,6,87722206,0
12.2963,8,82011809,0
12.4235,21,64648130,0
12.4329,7,83570431,0
12.5174,12,55382121,0
12.5411,10,52298815,0
12.5706,15,61293287,0
12.6883,14,38240086,0
12.8848,16,87374124,0
12.9426,15,61293287,0
13.0518,10,52298815,0
13.1126,14,38240086,0
13.126,11,61520346,0
13.1471,7,83570431,0
13.1946,13,58821811,0
13.1999,13,58821811,0
13.2334,11,61520346,0
13.2845,5,99250353,0
13.4052,6,91722206,0
13.41,18,55056320,0
13.458,21,68648130,0
13.4745,12,67382121,0
13.4914,11,61520346,0
13.5089,24,46868683,0
13.6808,7,83570431,0
13.8158,12,67382121,0
13.8486,12,67382121,0
14.0315,19,110929844,0
14.0642,23,67902921,0
14.1766,9,41973378,0
14.1771,11,65520346,0
14.2711,20,96374226,0
14.3595,21,72648130,0
14.5848,14,42240086,0
14.869,21,72648130,0
14.9049,22,71373761,0
15.0379,22,71373761,0
15.0692,15,65293287,0
15.1284,23,71902921,0
15.1486,19,110929844,0
15.1772,24,50868683,0
15.2513,6,91722206,0
15.2723,19,110929844,0
15.276,20,100374226,0
15.2819,16,87374124,0
15.4304,22,71373761,0
15.4896,5,107250353,0
15.5304,10,60298815,0
15.5917,13,62821811,0
15.6158,10,60298815,0
15.6301,5,107250353,0
15.6315,7,87570431,0
15.8088,21,76648130,0
15.8389,10,60298815,0
15.8525,15,69293287,0
15.9304,14,46240086,0
15.9999,12,71382121,0
16.0074,20,100374226,0
16.0177,5,111250353,0
16.0249,11,65520346,0
16.0838,16,95374124,0
16.1392,16,95374124,0
16.1575,8,86011809,0
16.1938,17,88810253,0
16.2328,9,41973378,0
16.2822,16,95374124,0
16.3477,7,87570431,0
16.4404,5,111250353,0
16.5314,11,65520346,0
16.5877,17,88810253,0
16.6331,10,64298815,0
16.7884,23,71902921,0
16.8676,18,59056320,0
17.0615,19,118929844,0
17.1186,20,104374226,0
17.1861,24,58868683,0
17.2,21,84648130,0
17.2075,18,59056320,0
17.2292,14,50240086,0
17.2375,24,58868683,0
17.271,19,118929844,0
