time_s,ue_id,cpu_j,radio_j,total_j
24.4959,17,12.921,20.6096,33.5306
24.5049,18,7.20072,11.369,18.5697
24.5663,12,8.87441,13.3411,22.2155
24.5739,6,5.02491,16.5956,21.6205
24.7171,19,5.91959,20.9488,26.8684
24.7597,22,9.91919,15.8998,25.819
24.805,21,8.00686,14.8237,22.8306
24.9446,14,10.0164,11.8784,21.8948
24.9541,5,4.84726,19.0801,23.9273
24.9625,6,5.02491,16.5956,21.6205
24.9638,10,8.19737,11.5678,19.7652
25.0476,7,8.06362,17.2113,25.2749
25.0826,6,5.02491,16.5956,21.6205
25.0851,22,9.91919,15.8998,25.819
25.3167,20,5.96375,18.6199,24.5836
25.3477,14,10.0164,11.8784,21.8948
25.5226,21,8.95945,15.4637,24.4232
25.5495,16,6.3548,17.1799,23.5347
25.6198,24,8.041,11.339,19.38
25.6615,18,10.1843,13.289,23.4733
25.7199,6,5.97238,17.2356,23.2079
25.7245,13,9.19829,14.5315,23.7298
25.7696,8,8.07488,16.9619,25.0368
25.8803,22,11.9492,17.1798,29.129
25.8818,9,6.15304,9.91574,16.0688
25.9879,23,10.0764,16.6245,26.7009
25.9936,18,10.1843,13.289,23.4733
26.092,5,6.71214,20.3601,27.0722
26.0933,15,7.86893,13.6469,21.5159
26.1259,22,11.9492,17.1798,29.129
26.1502,18,11.1633,13.929,25.0923
26.1752,5,6.71214,20.3601,27.0722
26.2688,24,9.11027,11.979,21.0893
26.3432,8,8.07488,16.9619,25.0368
26.4101,12,9.93423,13.9811,23.9154
26.4602,24,9.11027,11.979,21.0893
26.7147,20,7.01155,19.2599,26.2714
26.7795,18,13.0788,15.209,28.2878
27.1654,20,7.98309,19.8999,27.883
27.1961,6,7.05709,17.8756,24.9326
27.2438,18,13.0788,15.209,28.2878
27.2706,12,12.7996,15.9011,28.7007
27.3108,15,9.98472,14.9269,24.9116
27.3721,18,13.0788,15.209,28.2878
27.374,22,13.041,17.8198,30.8608
27.3759,5,9.50985,22.2801,31.7899
27.4194,20,7.98309,19.8999,27.883
27.4597,5,9.50985,22.2801,31.7899
27.4604,8,9.15485,17.6019,26.7567
27.4846,15,9.98472,14.9269,24.9116
27.4965,21,9.93176,16.1037,26.0355
27.499,12,12.7996,15.9011,28.7007
27.6609,17,13.9548,21.2496,35.2044
27.7113,12,12.7996,15.9011,28.7007
27.7331,5,9.50985,22.2801,31.7899
28.0308,24,10.0942,12.619,22.7132
28.2399,11,6.98167,13.0433,20.0249
28.2726,19,6.93005,21.5888,28.5188
28.9542,23,11.1335,17.2645,28.398
29.0372,7,10.0752,18.4913,28.5665
29.1207,9,7.20944,10.5557,17.7652
29.2163,19,7.96132,22.2288,30.1901
29.4783,8,10.2534,18.2419,28.4953
29.5304,21,12.9854,18.0237,31.0091
29.557,7,10.0752,18.4913,28.5665
29.5985,21,12.9854,18.0237,31.0091
29.6238,16,9.2468,19.0999,28.3467
29.6318,12,14.7195,17.1811,31.9006
29.6771,16,9.2468,19.0999,28.3467
29.7048,16,9.2468,19.0999,28.3467
29.8151,21,12.9854,18.0237,31.0091
29.8154,9,8.21157,11.1957,19.4073
29.8516,17,14.8724,21.8896,36.762
29.9123,22,15.0718,19.0998,34.1716
30.0586,12,15.8182,17.8211,33.6393
30.1496,18,14.0041,15.849,29.8532
30.1663,22,15.0718,19.0998,34.1716
30.2798,23,12.0349,17.9045,29.9393
30.3867,8,11.3069,18.8819,30.1888
30.4386,15,12.1344,16.2069,28.3413
30.4441,12,15.8182,17.8211,33.6393
30.5468,10,10.2343,12.8478,23.0821
30.6914,14,11.0795,12.5184,23.598
30.7614,7,12.0949,19.7713,31.8662
30.7674,15,12.1344,16.2069,28.3413
30.9596,13,11.2137,15.8115,27.0252
31.002,13,11.2137,15.8115,27.0252
31.1088,10,10.2343,12.8478,23.0821
31.109,7,12.0949,19.7713,31.8662
31.2371,5,10.4832,22.9201,33.4032
31.3291,6,9.05928,19.1556,28.2148
31.4646,23,14.0915,19.1845,33.2759
31.6674,23,14.0915,19.1845,33.2759
31.6676,16,10.2529,19.7399,29.9928
31.8418,11,8.00896,13.6833,21.6922
31.9698,6,9.05928,19.1556,28.2148
32.0513,17,15.8936,22.5296,38.4232
32.0548,15,13.1373,16.8469,29.9842
32.0792,9,9.17028,11.8357,21.006
32.1023,20,9.00313,20.5399,29.543
32.2259,7,14.0866,21.0513,35.1379
32.2739,19,8.98475,22.8688,31.8535
32.5257,21,14.0552,18.6637,32.7189
32.819,7,14.0866,21.0513,35.1379
32.863,24,11.0002,13.259,24.2591
32.887,20,9.91714,21.1799,31.097
32.9359,5,12.5026,24.2001,36.7026
32.9628,14,11.9969,13.1584,25.1553
33.0217,5,12.5026,24.2001,36.7026
33.0475,16,12.2008,21.0199,33.2206
33.0727,10,13.2315,14.7678,27.9993
33.1052,13,12.259,16.4515,28.7105
33.112,12,17.7177,19.1011,36.8188
33.1367,16,12.2008,21.0199,33.2206
33.1968,18,15.1037,16.489,31.5927
33.2525,10,13.2315,14.7678,27.9993
33.2826,11,9.96116,14.9633,24.9244
33.4609,22,16.997,20.3798,37.3768
33.4746,12,17.7177,19.1011,36.8188
33.5392,10,13.2315,14.7678,27.9993
33.5518,11,9.96116,14.9633,24.9244
33.5879,8,12.2919,19.5219,31.8137
33.6048,22,16.997,20.3798,37.3768
34.291,21,16.0913,19.9437,36.035
34.2926,10,14.2073,15.4078,29.6151
34.3611,15,14.2365,17.4869,31.7234
34.4002,16,13.2627,21.6599,34.9226
34.4759,22,17.9959,21.0198,39.0157
34.5631,21,16.0913,19.9437,36.035
35.2998,17,17.87,23.8096,41.6797
35.4725,14,13.0413,13.7984,26.8397
35.4817,19,11.8229,24.7888,36.6117
35.509,12,19.7111,20.3811,40.0922
35.5383,24,12.017,13.899,25.916
35.7687,19,12.8102,25.4288,38.239
35.8507,12,19.7111,20.3811,40.0922
35.8561,23,15.1421,19.8245,34.9666
35.9013,17,17.87,23.8096,41.6797
35.9705,19,12.8102,25.4288,38.239
36.0844,15,16.2709,18.7669,35.0378
36.2007,13,13.333,17.0915,30.4245
36.2045,19,12.8102,25.4288,38.239
36.2409,5,13.5952,24.8401,38.4352
36.2951,15,16.2709,18.7669,35.0378
36.7491,21,17.1158,20.5837,37.6995
36.7688,22,18.957,21.6598,40.6168
36.8881,13,14.3558,17.7315,32.0873
36.8946,20,10.9199,21.8199,32.7397
37.6298,10,16.117,16.6878,32.8048
37.8646,19,14.6806,26.7088,41.3894
37.8753,20,12.8496,23.0999,35.9495
37.8948,11,10.9236,15.6033,26.5268
37.9747,24,14.0092,15.179,29.1882
38.0037,5,14.6434,25.4801,40.1235
38.0154,9,11.1305,13.1157,24.2462
38.2444,10,17.2095,17.3278,34.5373
38.249,18,16.0158,17.129,33.1448
38.3342,20,12.8496,23.0999,35.9495
38.3386,9,11.1305,13.1157,24.2462
38.3852,19,14.6806,26.7088,41.3894
38.386,15,18.3223,20.0469,38.3692
38.4401,8,13.2111,20.1619,33.3729
38.4976,15,18.3223,20.0469,38.3692
38.6251,10,17.2095,17.3278,34.5373
38.6372,24,14.0092,15.179,29.1882
38.68,13,15.4008,18.3715,33.7723
38.7869,6,10.0646,19.7956,29.8602
