round,comm_bytes,avg_latency_ms,energy_j
1,938406561,2464.496333333333,1.6315499999999998
2,7278933111,4584.03225,93.96645000000001
3,6914159933,4502.494973684212,86.85770000000002
4,8192405338,1791.8022499999995,123.14159999999998
5,7551775891,667.5262615384614,105.06460000000001
6,7854152909,664.6584098360653,101.543
7,8253344196,672.041120689655,94.01009999999998
8,11540512098,669.436052631579,123.21909999999994
9,10568697514,653.9234677419356,102.10159999999998
10,11038290567,670.6936065573773,103.83140000000003
11,10402642986,667.717603773585,83.62480000000002
12,13530808373,664.4921492537313,111.21959999999999
13,12839450292,666.4744999999999,95.18929999999997
14,13451531219,676.7603620689654,94.36270000000002
15,14197728232,665.274288135593,96.5843
16,13548482011,661.9503750000001,91.52150000000003
17,18104301185,673.8040285714286,117.31559999999998
18,13702212300,672.0671800000001,80.54670000000002
19,12253707647,667.760068181818,72.3606
20,17270079841,668.9022280701754,93.63700000000001
21,16321614354,668.5801346153845,86.98919999999995
22,19296904330,666.5372622950815,96.7821
23,17218215450,676.1958846153846,86.02350000000006
24,27203174052,674.9640253164554,133.86529999999996
25,20449014257,665.0194137931035,94.90300000000002
26,23568931962,666.3179375,103.286
27,22540265284,671.6528983050847,98.918
28,29595608199,665.7393421052634,124.55000000000003
29,22362132092,667.8136428571428,88.59499999999994
30,28126471324,663.7510000000001,109.58900000000003
31,24528330394,669.7474736842103,98.79600000000002
32,23123589790,668.331826923077,80.35599999999997
33,24350760442,662.9435636363635,93.19699999999995
34,26496501068,660.1927758620687,94.53800000000007
35,28211920588,661.1334067796608,94.69799999999995
36,26329030062,666.7368518518518,91.67499999999998
37,23017691574,664.0088913043479,72.16100000000009
38,35865955353,677.8181159420291,115.74900000000002
39,28166312108,660.6338333333331,84.90799999999999
40,30487081040,666.4890175438596,93.464
41,30610718291,662.8684999999999,94.80399999999992
42,41361866628,670.4581315789471,123.41600000000005
43,29833960803,657.9832500000001,84.71699999999996
44,41838958898,662.2688750000001,115.86800000000005
45,32649812953,663.3499090909091,89.92399999999998
46,37322860013,664.7019682539683,103.13500000000002
47,33630590906,664.5363333333335,90.06499999999997
48,38432214819,661.7284590163935,97.91099999999997
49,34556270164,667.607388888889,91.87899999999999
50,5773741859,672.973,11.600999999999999
