time_s,ue_id,cpu_j,radio_j,total_j
37.8948,11,18.7648,12.16,30.9248
37.9747,24,17.97,11.52,29.49
38.0037,5,22.5816,14.72,37.3016
38.0154,9,14.1918,8.96,23.1518
38.2444,10,19.244,12.16,31.404
38.249,18,19.8034,12.8,32.6034
38.3342,20,17.8091,11.52,29.3291
38.3386,9,14.1918,8.96,23.1518
38.3852,19,22.8172,14.72,37.5372
38.386,15,24.3127,15.36,39.6727
38.4401,8,18.0361,11.52,29.5561
38.4976,15,24.3127,15.36,39.6727
38.6251,10,19.244,12.16,31.404
38.6372,24,17.97,11.52,29.49
38.68,13,23.2995,14.72,38.0195
38.7869,6,17.409,10.88,28.289
39.2835,18,20.7272,13.44,34.1672
39.3718,16,21.242,13.44,34.682
39.5037,16,21.242,13.44,34.682
39.531,24,18.9096,12.16,31.0696
39.6112,17,23.6667,15.36,39.0267
39.6407,10,20.3286,12.8,33.1286
39.7035,16,21.242,13.44,34.682
39.7202,22,26.0266,16.64,42.6666
40.007,14,17.8611,11.52,29.3811
40.3296,20,18.8629,12.16,31.0229
40.3611,18,21.635,14.08,35.715
40.3837,15,25.2428,16,41.2428
40.4763,5,24.7416,16,40.7416
40.5429,5,24.7416,16,40.7416
40.7229,24,19.9637,12.8,32.7637
40.7413,16,23.0921,14.72,37.8121
40.7729,8,19.0291,12.16,31.1891
40.8126,12,25.8902,16.64,42.5302
40.8807,11,19.7469,12.8,32.5469
40.8841,16,23.0921,14.72,37.8121
41.0782,18,22.7049,14.72,37.4249
41.1413,19,23.8866,15.36,39.2466
41.3382,15,26.289,16.64,42.929
41.573,11,20.7583,13.44,34.1983
41.6297,22,27.9168,17.92,45.8368
41.6378,14,18.9472,12.16,31.1072
41.7349,23,23.4116,14.72,38.1316
41.7667,8,20.0808,12.8,32.8808
41.778,17,24.613,16,40.613
41.8271,5,26.7154,17.28,43.9954
41.8439,23,23.4116,14.72,38.1316
41.8854,6,18.3229,11.52,29.8429
41.906,21,24.3596,15.36,39.7196
42.0335,22,27.9168,17.92,45.8368
42.2445,15,27.3419,17.28,44.6219
42.416,5,26.7154,17.28,43.9954
42.4942,7,22.1319,14.08,36.2119
42.7217,6,20.3248,12.8,33.1248
42.7418,17,25.5667,16.64,42.2067
42.8536,13,24.3538,15.36,39.7138
42.8726,6,20.3248,12.8,33.1248
42.8773,11,21.8302,14.08,35.9102
42.8915,20,19.9092,12.8,32.7092
43.0076,14,19.9064,12.8,32.7064
43.0243,9,16.1968,10.24,26.4368
43.0843,16,24.0964,15.36,39.4564
43.1612,12,26.9646,17.28,44.2446
43.1836,8,21.0361,13.44,34.4761
43.3158,9,16.1968,10.24,26.4368
