round,comm_bytes,avg_latency_ms,energy_j
0,135200000,666.9864838709675,35.42238999999999
1,281600000,667.6499677419353,68.96997999999999
2,443200000,672.9993125000001,73.86305999999999
3,513600000,665.8725555555554,60.85136999999999
4,898400000,667.6929729729732,84.74175
5,974400000,667.5262615384614,72.2964
6,1042400000,664.6584098360653,69.79909999999998
7,1155200000,672.041120689655,64.8261
8,1739200000,669.436052631579,84.81909999999996
9,1541600000,653.9234677419356,69.8456
10,1768800000,670.6936065573773,71.5753
11,1602400000,667.717603773585,57.51300000000002
12,2166400000,664.4921492537313,76.40339999999998
13,2080000000,666.4744999999999,65.49360000000001
14,2204800000,676.7603620689654,65.17889999999998
15,2331200000,665.274288135593,66.37640000000002
16,2272000000,661.9503750000001,62.8496
17,3034400000,673.8040285714286,80.962
18,2320800000,672.0671800000001,55.45820000000002
19,2102400000,667.760068181818,49.83389999999998
20,2944000000,668.9022280701754,64.4529
21,2829600000,668.5801346153845,59.85259999999998
22,3352000000,666.5372622950815,66.57400000000005
23,2992000000,676.1958846153846,59.3994
24,4750400000,674.9640253164554,92.39689999999997
25,3606400000,665.0194137931035,65.203
26,4178400000,666.3179375,71.03109999999997
27,3983200000,671.6528983050847,68.19660000000003
28,5280800000,665.7393421052634,85.64069999999998
29,4036000000,667.8136428571428,60.947
30,5054400000,663.7510000000001,75.28150000000001
31,4425600000,669.7474736842103,68.0762
32,4196000000,668.331826923077,55.270799999999994
33,4451200000,662.9435636363635,64.01330000000004
34,4855200000,660.1927758620687,64.83899999999996
35,5178400000,661.1334067796608,65.005
36,4824800000,666.7368518518518,63.00200000000001
37,4221600000,664.0088913043479,49.635999999999996
38,6576800000,677.8181159420291,79.90700000000004
39,5177600000,660.6338333333331,58.284999999999954
40,5622400000,666.4890175438596,64.28000000000004
41,5634400000,662.8684999999999,65.10600000000002
42,7678400000,670.4581315789471,85.01799999999994
43,5496800000,657.9832500000001,58.09
44,7789600000,662.2688750000001,79.51499999999999
45,6047200000,663.3499090909091,61.77100000000007
46,6966400000,664.7019682539683,70.87399999999985
47,6245600000,664.5363333333335,61.90600000000009
48,7215200000,661.7284590163935,67.19100000000003
49,6456800000,667.607388888889,63.20599999999996
50,1087200000,672.973,8.017000000000024
